Zone,Allee,Deplacement,Niveau,longueur,largeur,hauteur,PoidsLimiteTotal
O,48,2404,1,120,40,40,130
O,48,2404,2,120,40,40,130
O,48,2404,3,120,40,40,130
O,48,2404,4,120,40,40,130
O,48,2405,1,120,40,40,130
O,48,2405,2,120,40,40,130
O,48,2405,3,120,40,40,130
O,48,2405,4,120,40,40,130
O,48,2406,1,120,40,40,130
O,48,2406,2,120,40,40,130
O,48,2406,3,120,40,40,130
O,48,2406,4,120,40,40,130
O,48,2407,1,120,40,40,130
O,48,2407,3,120,40,40,130
O,48,2407,4,120,40,40,130
O,48,2408,1,120,40,40,130
O,48,2408,3,120,40,40,130
O,48,2408,4,120,40,40,130
O,48,2409,1,120,40,40,130
O,48,2409,2,120,40,40,130
O,48,2409,3,120,40,40,130
O,48,2409,4,120,40,40,130
O,48,2410,1,120,40,40,130
O,48,2410,2,120,40,40,130
O,48,2410,3,120,40,40,130
O,48,2410,4,120,40,40,130
O,48,2411,1,120,40,40,130
O,48,2411,2,120,40,40,130
O,48,2411,3,120,40,40,130
O,48,2411,4,120,40,40,130
O,48,2412,1,120,40,40,130
O,48,2412,2,120,40,40,130
O,48,2412,3,120,40,40,130
O,48,2412,4,120,40,40,130
O,48,2413,1,120,40,40,130
O,48,2413,2,120,40,40,130
O,48,2413,3,120,40,40,130
O,48,2413,4,120,40,40,130
O,48,2414,1,120,40,40,130
O,48,2414,2,120,40,40,130
O,48,2414,3,120,40,40,130
O,48,2414,4,120,40,40,130
O,48,2415,1,120,40,40,130
O,48,2415,2,120,40,40,130
O,48,2415,3,120,40,40,130
O,48,2415,4,120,40,40,130
O,48,2416,1,120,40,40,130
O,48,2416,2,120,40,40,130
O,48,2416,3,120,40,40,130
O,48,2416,4,120,40,40,130
O,48,2501,1,120,40,40,130
O,48,2501,2,120,40,40,130
O,48,2501,3,120,40,40,130
O,48,2501,4,120,40,40,130
O,48,2502,1,120,40,40,130
O,48,2502,2,120,40,40,130
O,48,2502,3,120,40,40,130
O,48,2502,4,120,40,40,130
O,48,2503,1,120,40,40,130
O,48,2503,2,120,40,40,130
O,48,2503,3,120,40,40,130
O,48,2503,4,120,40,40,130
O,48,2504,1,120,40,40,130
O,48,2504,3,120,40,40,130
O,48,2504,4,120,40,40,130
O,48,2505,1,120,40,40,130
O,48,2505,2,120,40,40,130
O,48,2505,3,120,40,40,130
O,48,2505,4,120,40,40,130
O,48,2506,1,120,40,40,130
O,48,2506,2,120,40,40,130
O,48,2506,3,120,40,40,130
O,48,2506,4,120,40,40,130
O,48,2507,1,120,40,40,130
O,48,2507,2,120,40,40,130
O,48,2507,3,120,40,40,130
O,48,2508,2,120,40,40,130
O,48,2508,3,120,40,40,130
O,48,2508,4,120,40,40,130
O,48,2509,1,120,40,40,130
O,48,2509,2,120,40,40,130
O,48,2509,3,120,40,40,130
O,48,2509,4,120,40,40,130
O,48,2510,1,120,40,40,130
O,48,2510,2,120,40,40,130
O,48,2510,3,120,40,40,130
O,48,2510,4,120,40,40,130
O,48,2511,1,120,40,40,130
O,48,2511,2,120,40,40,130
O,48,2511,3,120,40,40,130
O,48,2511,4,120,40,40,130
O,48,2512,1,120,40,40,130
O,48,2512,3,120,40,40,130
O,48,2512,4,120,40,40,130
O,48,2513,1,120,40,40,130
O,48,2513,2,120,40,40,130
O,48,2513,3,120,40,40,130
O,48,2513,4,120,40,40,130
O,48,2514,1,120,40,40,130
O,48,2514,2,120,40,40,130
O,48,2514,3,120,40,40,130
O,48,2514,4,120,40,40,130
O,48,2515,1,120,40,40,130
O,48,2515,2,120,40,40,130
O,48,2515,3,120,40,40,130
O,48,2515,4,120,40,40,130
O,48,2516,1,120,40,40,130
O,48,2516,2,120,40,40,130
O,48,2516,3,120,40,40,130
O,48,2516,4,120,40,40,130
O,49,101,1,120,110,140,2500
O,49,101,2,120,110,130,700
O,49,102,1,120,110,200,2500
O,49,103,1,120,110,140,2500
O,49,103,2,120,110,130,700
O,49,104,1,120,110,200,2500
O,49,105,1,120,110,140,2500
O,49,105,2,120,110,130,700
O,49,106,1,120,110,200,2500
O,49,201,1,120,110,140,2500
O,49,201,2,120,110,130,700
O,49,202,1,120,110,200,2500
O,49,203,1,120,110,140,2500
O,49,203,2,120,110,130,700
O,49,204,1,120,110,200,2500
O,49,205,1,120,110,140,2500
O,49,205,2,120,110,130,700
O,49,206,1,120,110,200,2500
O,49,301,1,120,110,140,2500
O,49,301,2,120,110,130,700
O,49,302,1,120,110,200,2500
O,49,303,1,120,110,140,2500
O,49,303,2,120,110,130,700
O,49,304,1,120,110,200,2500
O,49,305,1,120,110,140,2500
O,49,305,2,120,110,130,700
O,49,306,1,120,110,200,2500
O,49,401,1,120,110,140,2500
O,49,401,2,120,110,130,700
O,49,402,1,120,110,200,2500
O,49,403,1,120,110,140,2500
O,49,403,2,120,110,130,700
O,49,404,1,120,110,200,2500
O,49,405,1,120,110,140,2500
O,49,405,2,120,110,130,700
O,49,406,1,120,110,200,2500
O,49,501,1,120,110,140,2500
O,49,501,2,120,110,130,700
O,49,502,1,120,110,200,2500
O,49,503,1,120,110,140,2500
O,49,503,2,120,110,130,700
O,49,504,1,120,110,200,2500
O,49,505,1,120,110,140,2500
O,49,505,2,120,110,130,700
O,49,506,1,120,110,200,2500
O,49,601,1,120,110,140,2500
O,49,601,2,120,110,130,700
O,49,602,1,120,110,200,2500
O,49,603,1,120,110,140,2500
O,49,603,2,120,110,130,700
O,49,604,1,120,110,200,2500
O,49,605,1,120,110,140,2500
O,49,605,2,120,110,130,700
O,49,606,1,120,110,200,2500
O,49,701,1,120,110,140,2500
O,49,701,2,120,110,130,700
O,49,702,1,120,110,200,2500
O,49,703,1,120,110,140,2500
O,49,703,2,120,110,130,700
O,49,704,1,120,110,200,2500
O,49,705,1,120,110,140,2500
O,49,705,2,120,110,130,700
O,49,706,1,120,110,200,2500
O,49,801,1,120,110,140,2500
O,49,801,2,120,110,130,700
O,49,802,1,120,110,200,2500
O,49,803,1,120,110,140,2500
O,49,803,2,120,110,130,700
O,49,804,1,120,110,200,2500
O,49,805,2,120,110,130,700
O,49,806,1,120,110,200,2500
O,49,901,1,120,110,140,2500
O,49,901,2,120,110,130,700
O,49,902,1,120,110,200,2500
O,49,903,1,120,110,140,2500
O,49,903,2,120,110,130,700
O,49,904,1,120,110,200,2500
O,49,905,1,120,110,140,2500
O,49,905,2,120,110,130,700
O,49,906,1,120,110,200,2500
O,49,1001,1,120,110,140,2500
O,49,1001,2,120,110,130,700
O,49,1002,1,120,110,200,2500
O,49,1003,1,120,110,140,2500
O,49,1003,2,120,110,130,700
O,49,1004,1,120,110,200,2500
O,49,1005,1,120,110,140,2500
O,49,1005,2,120,110,130,700
O,49,1006,1,120,110,200,2500
O,49,1101,1,120,110,140,2500
O,49,1101,2,120,110,130,700
O,49,1102,1,120,110,200,2500
O,49,1103,1,120,110,140,2500
O,49,1103,2,120,110,130,700
O,49,1104,1,120,110,200,2500
O,49,1105,1,120,110,140,2500
O,49,1105,2,120,110,130,700
O,49,1301,1,120,110,140,2500
O,49,1301,2,120,110,130,700
O,49,1302,1,120,110,200,2500
O,49,1303,1,120,110,140,2500
O,49,1303,2,120,110,130,700
O,49,1304,1,120,110,200,2500
O,49,1305,1,120,110,140,2500
O,49,1305,2,120,110,130,700
O,49,1306,1,120,110,200,2500
O,49,1401,1,120,110,140,2500
O,49,1401,2,120,110,130,700
O,49,1402,1,120,110,200,2500
O,49,1403,1,120,110,140,2500
O,49,1403,2,120,110,130,700
O,49,1404,1,120,110,200,2500
O,49,1405,1,120,110,140,2500
O,49,1405,2,120,110,130,700
O,49,1406,1,120,110,200,2500
O,49,1501,1,120,110,140,2500
O,49,1502,1,120,110,200,2500
O,49,1503,1,120,110,140,2500
O,49,1503,2,120,110,130,700
O,49,1505,1,120,110,140,2500
O,49,1505,2,120,110,130,700
O,49,1601,1,120,110,140,2500
O,49,1601,2,120,110,130,700
O,49,1602,1,120,110,200,2500
O,49,1603,1,120,110,140,2500
O,49,1603,2,120,110,130,700
O,49,1604,1,120,110,200,2500
O,49,1605,1,120,110,140,2500
O,49,1605,2,120,110,130,700
O,49,1606,1,120,110,200,2500
O,49,1701,1,120,110,140,2500
O,49,1701,2,120,110,130,700
O,49,1702,1,120,110,200,2500
O,49,1703,1,120,110,140,2500
O,49,1703,2,120,110,130,700
O,49,1704,1,120,110,200,2500
O,49,1705,1,120,110,140,2500
O,49,1705,2,120,110,130,700
O,49,1706,1,120,110,200,2500
O,49,1801,1,120,110,140,2500
O,49,1801,2,120,110,130,700
O,49,1802,1,120,110,200,2500
O,49,1803,1,120,110,140,2500
O,49,1803,2,120,110,130,700
O,49,1804,1,120,110,200,2500
O,49,1805,1,120,110,140,2500
O,49,1805,2,120,110,130,700
O,49,1806,1,120,110,200,2500
O,49,1901,1,120,110,140,2500
O,49,1901,2,120,110,130,700
O,49,1902,1,120,110,200,2500
O,49,1903,1,120,110,140,2500
O,49,1903,2,120,110,130,700
O,49,1904,1,120,110,200,2500
O,49,1905,1,120,110,140,2500
O,49,1905,2,120,110,130,700
O,49,1906,1,120,110,200,2500
O,49,2001,1,120,110,140,2500
O,49,2001,2,120,110,130,700
O,49,2002,1,120,110,200,2500
O,49,2003,1,120,110,140,2500
O,49,2003,2,120,110,130,700
O,49,2004,1,120,110,200,2500
O,49,2005,1,120,110,140,2500
O,49,2005,2,120,110,130,700
O,49,2006,1,120,110,200,2500
O,49,2101,1,120,110,140,2500
O,49,2101,2,120,110,130,700
O,49,2102,1,120,110,200,2500
O,49,2103,1,120,110,140,2500
O,49,2103,2,120,110,130,700
O,49,2104,1,120,110,200,2500
O,49,2201,1,120,110,140,2500
O,49,2201,2,120,110,130,700
O,49,2202,1,120,110,200,2500
O,49,2203,1,120,110,140,2500
O,49,2203,2,120,110,130,700
O,49,2204,1,120,110,200,2500
O,49,2205,1,120,110,140,2500
O,49,2205,2,120,110,130,700
O,49,2206,1,120,110,200,2500
O,49,2301,1,120,40,40,130
O,49,2301,3,120,40,40,130
O,49,2301,4,120,40,40,130
O,49,2302,1,120,110,220,2500
O,49,2303,1,120,40,40,130
O,49,2303,2,120,40,40,130
O,49,2303,3,120,40,40,130
O,49,2303,4,120,40,40,130
O,49,2304,1,120,110,220,2500
O,49,2305,1,120,40,40,130
O,49,2305,2,120,40,40,130
O,49,2305,3,120,40,40,130
O,49,2305,4,120,40,40,130
O,49,2306,1,120,110,220,2500
O,49,2307,1,120,40,40,130
O,49,2307,2,120,40,40,130
O,49,2307,3,120,40,40,130
O,49,2307,4,120,40,40,130
O,49,2309,1,120,40,40,130
O,49,2309,2,120,40,40,130
O,49,2309,3,120,40,40,130
O,49,2309,4,120,40,40,130
O,49,2311,3,120,40,40,130
O,49,2313,1,120,40,40,130
O,49,2313,2,120,40,40,130
O,49,2313,3,120,40,40,130
O,49,2315,1,120,40,40,130
O,49,2315,2,120,40,40,130
O,49,2315,3,120,40,40,130
O,49,2315,4,120,40,40,130
O,49,2401,1,120,40,40,130
O,49,2401,2,120,40,40,130
O,49,2401,4,120,40,40,130
O,49,2402,1,120,110,220,2500
O,49,2403,2,120,40,40,130
O,49,2403,3,120,40,40,130
O,49,2403,4,120,40,40,130
O,49,2404,1,120,110,220,2500
O,49,2405,1,120,40,40,130
O,49,2405,2,120,40,40,130
O,49,2405,3,120,40,40,130
O,49,2405,4,120,40,40,130
O,49,2406,1,120,110,220,2500
O,49,2407,1,120,40,40,130
O,49,2407,2,120,40,40,130
O,49,2407,3,120,40,40,130
O,49,2407,4,120,40,40,130
O,49,2409,1,120,40,40,130
O,49,2409,2,120,40,40,130
O,49,2409,3,120,40,40,130
O,49,2409,4,120,40,40,130
O,49,2411,1,120,40,40,130
O,49,2411,2,120,40,40,130
O,49,2411,3,120,40,40,130
O,49,2411,4,120,40,40,130
O,49,2413,1,120,40,40,130
O,49,2413,3,120,40,40,130
O,49,2413,4,120,40,40,130
O,49,2415,1,120,40,40,130
O,49,2415,3,120,40,40,130
O,49,2415,4,120,40,40,130
O,49,2501,1,120,40,40,130
O,49,2501,2,120,40,40,130
O,49,2501,4,120,40,40,130
O,49,2502,1,120,110,220,2500
O,49,2503,1,120,40,40,130
O,49,2503,2,120,40,40,130
O,49,2503,3,120,40,40,130
O,49,2503,4,120,40,40,130
O,49,2504,1,120,110,220,2500
O,49,2505,1,120,40,40,130
O,49,2505,2,120,40,40,130
O,49,2505,3,120,40,40,130
O,49,2505,4,120,40,40,130
O,49,2506,1,120,110,220,2500
O,49,2507,1,120,40,40,130
O,49,2507,2,120,40,40,130
O,49,2507,3,120,40,40,130
O,49,2507,4,120,40,40,130
O,49,2509,1,120,40,40,130
O,49,2509,2,120,40,40,130
O,49,2509,3,120,40,40,130
O,49,2509,4,120,40,40,130
O,49,2511,1,120,40,40,130
O,49,2511,2,120,40,40,130
O,49,2511,3,120,40,40,130
O,49,2511,4,120,40,40,130
O,49,2513,1,120,40,40,130
O,49,2513,2,120,40,40,130
O,49,2513,3,120,40,40,130
O,49,2513,4,120,40,40,130
O,49,2515,1,120,40,40,130
O,49,2515,2,120,40,40,130
O,49,2515,3,120,40,40,130
O,49,2515,4,120,40,40,130
O,50,101,1,120,110,210,2500
O,50,102,1,120,110,140,2500
O,50,102,2,120,110,130,700
O,50,103,1,120,110,210,2500
O,50,104,1,120,110,140,2500
O,50,104,2,120,110,130,700
O,50,105,1,120,110,210,2500
O,50,106,1,120,110,140,2500
O,50,106,2,120,110,130,700
O,50,202,1,120,110,140,2500
O,50,203,1,120,110,210,2500
O,50,205,1,120,110,210,2500
O,50,301,1,120,110,210,2500
O,50,302,1,120,110,140,2500
O,50,302,2,120,110,130,700
O,50,303,1,120,110,210,2500
O,50,304,1,120,110,140,2500
O,50,304,2,120,110,130,700
O,50,305,1,120,110,210,2500
O,50,306,1,120,110,140,2500
O,50,306,2,120,110,130,700
O,50,401,1,120,110,210,2500
O,50,402,1,120,110,140,2500
O,50,402,2,120,110,130,700
O,50,403,1,120,110,210,2500
O,50,404,1,120,110,140,2500
O,50,404,2,120,110,130,700
O,50,405,1,120,110,210,2500
O,50,406,1,120,110,140,2500
O,50,406,2,120,110,130,700
O,50,501,1,120,110,210,2500
O,50,502,2,120,110,130,700
O,50,503,1,120,110,210,2500
O,50,504,1,120,110,140,2500
O,50,504,2,120,110,130,700
O,50,505,1,120,110,210,2500
O,50,506,1,120,110,140,2500
O,50,506,2,120,110,130,700
O,50,601,1,120,110,210,2500
O,50,602,1,120,110,140,2500
O,50,602,2,120,110,130,700
O,50,603,1,120,110,210,2500
O,50,604,1,120,110,140,2500
O,50,604,2,120,110,130,700
O,50,605,1,120,110,210,2500
O,50,606,1,120,110,140,2500
O,50,606,2,120,110,130,700
O,50,701,1,120,110,210,2500
O,50,702,1,120,110,140,2500
O,50,702,2,120,110,130,700
O,50,703,1,120,110,210,2500
O,50,704,1,120,110,140,2500
O,50,704,2,120,110,130,700
O,50,705,1,120,110,210,2500
O,50,706,1,120,110,140,2500
O,50,706,2,120,110,130,700
O,50,801,1,120,110,210,2500
O,50,802,1,120,110,140,2500
O,50,802,2,120,110,130,700
O,50,803,1,120,110,210,2500
O,50,804,1,120,110,140,2500
O,50,804,2,120,110,130,700
O,50,806,1,120,110,140,2500
O,50,806,2,120,110,130,700
O,50,901,1,120,110,210,2500
O,50,902,1,120,110,140,2500
O,50,902,2,120,110,130,700
O,50,903,1,120,110,210,2500
O,50,904,1,120,110,140,2500
O,50,904,2,120,110,130,700
O,50,905,1,120,110,210,2500
O,50,906,1,120,110,140,2500
O,50,906,2,120,110,130,700
O,50,1001,1,120,110,210,2500
O,50,1002,1,120,110,140,2500
O,50,1002,2,120,110,130,700
O,50,1003,1,120,110,210,2500
O,50,1004,1,120,110,140,2500
O,50,1004,2,120,110,130,700
O,50,1005,1,120,110,210,2500
O,50,1006,1,120,110,140,2500
O,50,1006,2,120,110,130,700
O,50,1101,1,120,110,210,2500
O,50,1102,1,120,110,140,2500
O,50,1102,2,120,110,130,700
O,50,1103,1,120,110,210,2500
O,50,1104,1,120,110,140,2500
O,50,1104,2,120,110,130,700
O,50,1105,1,120,110,210,2500
O,50,1106,1,120,110,140,2500
O,50,1106,2,120,110,130,700
O,50,1301,1,120,110,210,2500
O,50,1303,1,120,110,210,2500
O,50,1305,1,120,110,210,2500
O,50,1401,1,120,110,210,2500
O,50,1402,1,120,110,140,2500
O,50,1403,1,120,110,210,2500
O,50,1404,1,120,110,140,2500
O,50,1405,1,120,110,210,2500
O,50,1406,1,120,110,140,2500
O,50,1501,1,120,110,210,2500
O,50,1502,1,120,110,140,2500
O,50,1503,1,120,110,210,2500
O,50,1504,1,120,110,140,2500
O,50,1505,1,120,110,210,2500
O,50,1506,1,120,110,140,2500
O,50,1601,1,120,110,210,2500
O,50,1602,1,120,110,140,2500
O,50,1603,1,120,110,210,2500
O,50,1605,1,120,110,210,2500
O,50,1606,1,120,110,140,2500
O,50,1701,1,120,110,210,2500
O,50,1702,1,120,110,140,2500
O,50,1703,1,120,110,210,2500
O,50,1704,1,120,110,140,2500
O,50,1705,1,120,110,210,2500
O,50,1706,1,120,110,140,2500
O,50,1801,1,120,110,210,2500
O,50,1805,1,120,110,210,2500
O,50,1901,1,120,110,210,2500
O,50,1902,1,120,110,140,2500
O,50,1903,1,120,110,210,2500
O,50,1904,1,120,110,140,2500
O,50,2001,1,120,110,210,2500
O,50,2004,1,120,110,140,2500
O,50,2005,1,120,110,210,2500
O,50,2006,1,120,110,140,2500
O,50,2101,1,120,110,210,2500
O,50,2102,1,120,110,140,2500
O,50,2103,1,120,110,210,2500
O,50,2104,1,120,110,140,2500
O,50,2201,1,120,110,180,2500
O,50,2202,1,120,110,140,2500
O,50,2203,1,120,110,180,2500
O,50,2204,1,120,110,140,2500
O,50,2205,1,120,110,180,2500
O,50,2206,1,120,110,140,2500
O,50,2301,1,120,110,210,2500
O,50,2302,1,120,110,210,2500
O,50,2303,1,120,110,210,2500
O,50,2304,1,120,110,210,2500
O,50,2305,1,120,110,210,2500
O,50,2306,1,120,110,210,2500
O,50,2401,1,120,54,210,130
O,50,2402,1,120,110,210,2500
O,50,2403,1,120,54,210,130
O,50,2404,1,120,110,210,2500
O,50,2405,1,120,54,210,130
O,50,2406,1,120,110,210,2500
O,50,2501,1,120,110,210,2500
O,50,2502,1,120,110,210,2500
O,50,2503,1,120,110,210,2500
O,50,2504,1,120,110,210,2500
O,50,2505,1,120,110,210,2500
O,50,2506,1,120,110,210,2500
O,51,101,1,120,110,80,2500
O,51,101,2,120,80,80,700
O,51,101,3,120,80,90,700
O,51,103,1,120,110,80,2500
O,51,103,2,120,80,80,700
O,51,103,3,120,80,90,700
O,51,105,1,120,110,80,2500
O,51,105,2,120,80,80,700
O,51,105,3,120,80,90,700
O,51,107,2,120,80,80,700
O,51,107,3,120,80,90,700
O,51,201,1,120,110,80,2500
O,51,201,3,120,80,90,700
O,51,203,1,120,110,80,2500
O,51,203,2,120,80,80,700
O,51,203,3,120,80,90,700
O,51,205,2,120,80,80,700
O,51,205,3,120,80,90,700
O,51,207,2,120,80,80,700
O,51,207,3,120,80,90,700
O,51,301,1,120,110,80,2500
O,51,301,2,120,80,80,700
O,51,301,3,120,80,90,700
O,51,302,1,120,110,120,2500
O,51,302,2,120,80,115,700
O,51,303,1,120,110,80,2500
O,51,303,2,120,80,80,700
O,51,303,3,120,80,90,700
O,51,304,1,120,110,120,2500
O,51,304,2,120,80,115,700
O,51,305,1,120,110,80,2500
O,51,305,2,120,80,80,700
O,51,305,3,120,80,90,700
O,51,306,1,120,110,120,2500
O,51,306,2,120,80,115,700
O,51,307,2,120,80,80,700
O,51,307,3,120,80,90,700
O,51,308,2,120,80,115,700
O,51,401,1,120,110,80,2500
O,51,401,2,120,80,80,700
O,51,401,3,120,80,90,700
O,51,402,1,120,110,120,2500
O,51,402,2,120,80,115,700
O,51,403,1,120,110,80,2500
O,51,403,2,120,80,80,700
O,51,403,3,120,80,90,700
O,51,404,1,120,110,120,2500
O,51,404,2,120,80,115,700
O,51,405,1,120,110,80,2500
O,51,405,2,120,80,80,700
O,51,405,3,120,80,90,700
O,51,406,1,120,110,120,2500
O,51,406,2,120,80,115,700
O,51,407,2,120,80,80,700
O,51,407,3,120,80,90,700
O,51,408,2,120,80,115,700
O,51,501,1,120,110,80,2500
O,51,501,3,120,80,90,700
O,51,502,1,120,110,120,2500
O,51,502,2,120,80,115,700
O,51,503,1,120,110,80,2500
O,51,503,2,120,80,80,700
O,51,503,3,120,80,90,700
O,51,504,1,120,110,120,2500
O,51,504,2,120,80,115,700
O,51,505,1,120,110,80,2500
O,51,505,2,120,80,80,700
O,51,505,3,120,80,90,700
O,51,506,1,120,110,120,2500
O,51,506,2,120,80,115,700
O,51,507,2,120,80,80,700
O,51,507,3,120,80,90,700
O,51,508,2,120,80,115,700
O,51,601,1,120,110,80,2500
O,51,601,2,120,80,80,700
O,51,601,3,120,80,90,700
O,51,602,1,120,110,120,2500
O,51,602,2,120,80,115,700
O,51,603,1,120,110,80,2500
O,51,603,2,120,80,80,700
O,51,604,1,120,110,120,2500
O,51,604,2,120,80,115,700
O,51,605,1,120,110,80,2500
O,51,605,2,120,80,80,700
O,51,605,3,120,80,90,700
O,51,606,1,120,110,120,2500
O,51,606,2,120,80,115,700
O,51,607,2,120,80,80,700
O,51,607,3,120,80,90,700
O,51,608,2,120,80,115,700
O,51,701,1,120,110,80,2500
O,51,701,2,120,80,80,700
O,51,702,1,120,110,120,2500
O,51,702,2,120,80,115,700
O,51,703,1,120,110,80,2500
O,51,703,2,120,80,80,700
O,51,703,3,120,80,90,700
O,51,704,1,120,110,120,2500
O,51,704,2,120,80,115,700
O,51,705,1,120,110,80,2500
O,51,705,2,120,80,80,700
O,51,706,1,120,110,120,2500
O,51,706,2,120,80,115,700
O,51,707,2,120,80,80,700
O,51,707,3,120,80,90,700
O,51,708,2,120,80,115,700
O,51,801,1,120,110,80,2500
O,51,801,2,120,80,80,700
O,51,801,3,120,80,90,700
O,51,802,1,120,110,120,2500
O,51,802,2,120,80,115,700
O,51,803,1,120,110,80,2500
O,51,803,2,120,80,80,700
O,51,803,3,120,80,90,700
O,51,804,1,120,110,120,2500
O,51,804,2,120,80,115,700
O,51,805,1,120,110,80,2500
O,51,805,2,120,80,80,700
O,51,805,3,120,80,90,700
O,51,806,1,120,110,120,2500
O,51,806,2,120,80,115,700
O,51,807,2,120,80,80,700
O,51,807,3,120,80,90,700
O,51,808,2,120,80,115,700
O,51,901,1,120,110,80,2500
O,51,901,2,120,80,80,700
O,51,901,3,120,80,90,700
O,51,902,1,120,110,120,2500
O,51,902,2,120,80,115,700
O,51,903,1,120,110,80,2500
O,51,903,2,120,80,80,700
O,51,903,3,120,80,90,700
O,51,904,1,120,110,120,2500
O,51,904,2,120,80,115,700
O,51,905,1,120,110,80,2500
O,51,905,2,120,80,80,700
O,51,905,3,120,80,90,700
O,51,906,1,120,110,120,2500
O,51,906,2,120,80,115,700
O,51,907,2,120,80,80,700
O,51,907,3,120,80,90,700
O,51,908,2,120,80,115,700
O,51,1001,1,120,110,80,2500
O,51,1001,2,120,80,80,700
O,51,1001,3,120,80,90,700
O,51,1002,2,120,110,115,700
O,51,1003,1,120,110,80,2500
O,51,1003,2,120,80,80,700
O,51,1003,3,120,80,90,700
O,51,1004,1,120,110,120,2500
O,51,1004,2,120,110,115,700
O,51,1005,1,120,110,80,2500
O,51,1005,2,120,80,80,700
O,51,1005,3,120,80,90,700
O,51,1006,1,120,110,120,2500
O,51,1006,2,120,110,115,700
O,51,1007,2,120,80,80,700
O,51,1101,1,120,110,80,2500
O,51,1101,2,120,80,80,700
O,51,1101,3,120,80,90,700
O,51,1102,1,120,110,120,2500
O,51,1102,2,120,110,115,700
O,51,1103,1,120,110,80,2500
O,51,1103,2,120,80,80,700
O,51,1103,3,120,80,90,700
O,51,1104,1,120,110,120,2500
O,51,1104,2,120,110,115,700
O,51,1105,1,120,110,80,2500
O,51,1105,2,120,80,80,700
O,51,1105,3,120,80,90,700
O,51,1106,1,120,110,120,2500
O,51,1106,2,120,110,115,700
O,51,1107,2,120,80,80,700
O,51,1107,3,120,80,90,700
O,51,1301,1,120,110,120,2500
O,51,1302,1,120,110,120,2500
O,51,1303,1,120,110,120,2500
O,51,1303,2,120,110,115,700
O,51,1304,1,120,110,120,2500
O,51,1304,2,120,110,115,700
O,51,1305,1,120,110,120,2500
O,51,1305,2,120,110,115,700
O,51,1306,1,120,110,120,2500
O,51,1306,2,120,110,115,700
O,51,1401,1,120,110,80,2500
O,51,1401,2,120,80,80,700
O,51,1401,3,120,80,90,700
O,51,1402,1,120,110,120,2500
O,51,1402,2,120,110,115,700
O,51,1403,1,120,110,80,2500
O,51,1403,2,120,80,80,700
O,51,1403,3,120,80,90,700
O,51,1404,1,120,110,120,2500
O,51,1404,2,120,110,115,700
O,51,1405,1,120,110,80,2500
O,51,1405,2,120,80,80,700
O,51,1405,3,120,80,90,700
O,51,1406,1,120,110,120,2500
O,51,1406,2,120,110,115,700
O,51,1407,2,120,80,80,700
O,51,1407,3,120,80,90,700
O,51,1501,1,120,110,80,2500
O,51,1501,2,120,80,80,700
O,51,1501,3,120,80,90,700
O,51,1502,1,120,110,120,2500
O,51,1503,1,120,110,80,2500
O,51,1503,2,120,80,80,700
O,51,1503,3,120,80,90,700
O,51,1504,2,120,110,115,700
O,51,1505,1,120,110,80,2500
O,51,1505,2,120,80,80,700
O,51,1505,3,120,80,90,700
O,51,1506,1,120,110,120,2500
O,51,1507,2,120,80,80,700
O,51,1507,3,120,80,90,700
O,51,1601,1,120,110,80,2500
O,51,1601,2,120,80,80,700
O,51,1601,3,120,80,90,700
O,51,1602,1,120,110,120,2500
O,51,1602,2,120,110,115,700
O,51,1603,1,120,110,80,2500
O,51,1603,2,120,80,80,700
O,51,1603,3,120,80,90,700
O,51,1604,1,120,110,120,2500
O,51,1604,2,120,110,115,700
O,51,1605,1,120,110,80,2500
O,51,1605,2,120,80,80,700
O,51,1605,3,120,80,90,700
O,51,1606,1,120,110,120,2500
O,51,1606,2,120,110,115,700
O,51,1701,1,120,110,80,2500
O,51,1701,2,120,80,80,700
O,51,1701,3,120,80,90,700
O,51,1702,1,120,110,120,2500
O,51,1702,2,120,110,115,700
O,51,1703,1,120,110,80,2500
O,51,1703,2,120,80,80,700
O,51,1703,3,120,80,90,700
O,51,1704,1,120,110,120,2500
O,51,1704,2,120,110,115,700
O,51,1705,1,120,110,80,2500
O,51,1705,2,120,80,80,700
O,51,1705,3,120,80,90,700
O,51,1706,1,120,110,120,2500
O,51,1706,2,120,110,115,700
O,51,1707,2,120,80,80,700
O,51,1707,3,120,80,90,700
O,51,1801,1,120,110,80,2500
O,51,1801,2,120,80,80,700
O,51,1801,3,120,80,90,700
O,51,1802,1,120,110,120,2500
O,51,1802,2,120,110,115,700
O,51,1803,1,120,110,80,2500
O,51,1803,2,120,80,80,700
O,51,1803,3,120,80,90,700
O,51,1804,1,120,110,120,2500
O,51,1804,2,120,110,115,700
O,51,1805,1,120,110,80,2500
O,51,1805,2,120,80,80,700
O,51,1805,3,120,80,90,700
O,51,1806,1,120,110,120,2500
O,51,1806,2,120,110,115,700
O,51,1807,3,120,80,90,700
O,51,1901,1,120,110,80,2500
O,51,1901,3,120,80,90,700
O,51,1902,1,120,110,120,2500
O,51,1902,2,120,110,115,700
O,51,1903,1,120,110,80,2500
O,51,1903,2,120,80,80,700
O,51,1903,3,120,80,90,700
O,51,1904,1,120,110,120,2500
O,51,1904,2,120,110,115,700
O,51,1905,1,120,110,80,2500
O,51,1905,2,120,80,80,700
O,51,1905,3,120,80,90,700
O,51,1906,1,120,110,120,2500
