Zone,Allee,Deplacement,Niveau,longueur,largeur,hauteur,PoidsLimiteTotal
B,54,1,70,97,400,40,500
B,54,2,10,97,400,82,500
B,54,2,20,97,400,82,500
B,54,2,30,97,400,82,500
B,54,2,40,97,400,82,500
B,54,2,50,97,400,40,500
B,54,2,60,97,400,40,500
B,54,2,70,97,400,40,500
B,54,3,0,97,400,77,500
B,54,3,10,97,400,82,500
B,54,3,20,97,400,82,500
B,54,3,30,97,400,82,500
B,54,3,40,97,400,82,500
C,55,1,0,120,90,120,1200
C,55,2,0,120,90,120,1200
C,55,3,0,120,90,120,1200
C,55,4,0,120,90,120,1200
C,55,5,0,120,90,120,1200
C,55,6,0,120,90,120,1200
C,55,7,0,120,90,120,1200
C,55,8,0,120,90,120,1200
C,55,9,0,120,90,120,1200
C,55,10,0,120,90,120,1200
C,55,11,0,120,90,120,1200
C,55,12,0,120,90,120,1200
D,27,602,1,120,110,117,2500
D,27,602,2,120,110,117,700
D,27,604,1,120,110,117,2500
D,27,604,2,120,110,117,700
D,27,2102,1,120,110,117,2500
D,27,2102,2,120,110,117,700
D,27,2104,1,120,110,117,2500
D,27,2104,2,120,110,117,700
D,28,101,1,240,53,40,100
D,28,101,2,240,53,40,100
D,28,101,3,240,53,40,100
D,28,101,4,240,53,66,100
D,28,102,1,240,53,40,100
D,28,102,2,240,53,40,100
D,28,102,3,240,53,40,100
D,28,102,4,240,53,66,100
D,28,103,1,240,53,40,100
D,28,103,2,240,53,40,100
D,28,103,3,240,53,40,100
D,28,103,4,240,53,66,100
D,28,104,1,240,53,40,100
D,28,104,2,240,53,40,100
D,28,104,3,240,53,40,100
D,28,104,4,240,53,66,100
D,28,105,1,240,53,40,100
D,28,105,2,240,53,40,100
D,28,105,3,240,53,40,100
D,28,105,4,240,53,66,100
D,28,106,1,240,53,40,100
D,28,106,2,240,53,40,100
D,28,106,3,240,53,40,100
D,28,106,4,240,53,66,100
D,28,107,1,240,53,40,100
D,28,107,2,240,53,40,100
D,28,107,3,240,53,40,100
D,28,107,4,240,53,66,100
D,28,108,1,240,53,40,100
D,28,108,2,240,53,40,100
D,28,108,3,240,53,40,100
D,28,108,4,240,53,66,100
D,28,109,1,240,53,40,100
D,28,109,2,240,53,40,100
D,28,109,3,240,53,40,100
D,28,109,4,240,53,66,100
D,28,110,1,240,53,40,100
D,28,110,2,240,53,40,100
D,28,110,3,240,53,40,100
D,28,110,4,240,53,66,100
D,28,111,1,240,53,40,100
D,28,111,2,240,53,40,100
D,28,111,3,240,53,40,100
D,28,111,4,240,53,66,100
D,28,112,1,240,53,40,100
D,28,112,2,240,53,40,100
D,28,112,3,240,53,40,100
D,28,112,4,240,53,66,100
D,28,201,1,240,53,40,100
D,28,201,2,240,53,40,100
D,28,201,3,240,53,40,100
B,54,1,0,97,400,77,500
B,54,1,10,97,400,82,500
B,54,1,20,97,400,82,500
B,54,1,30,97,400,82,500
B,54,1,50,97,400,40,500
B,54,1,60,97,400,40,500
D,28,201,4,240,53,66,100
D,28,202,1,240,53,40,100
D,28,202,2,240,53,40,100
D,28,202,3,240,53,40,100
D,28,202,4,240,53,66,100
D,28,203,1,240,53,40,100
D,28,203,2,240,53,40,100
D,28,203,3,240,53,40,100
D,28,203,4,240,53,66,100
D,28,204,1,240,53,40,100
D,28,204,2,240,53,40,100
D,28,204,3,240,53,40,100
D,28,204,4,240,53,66,100
D,28,205,1,240,53,40,100
D,28,205,2,240,53,40,100
D,28,205,3,240,53,40,100
D,28,205,4,240,53,66,100
D,28,206,1,240,53,40,100
D,28,206,2,240,53,40,100
D,28,206,3,240,53,40,100
D,28,206,4,240,53,66,100
D,28,207,1,240,53,40,100
D,28,207,2,240,53,40,100
D,28,207,3,240,53,40,100
D,28,207,4,240,53,66,100
D,28,208,1,240,53,40,100
D,28,208,2,240,53,40,100
D,28,208,3,240,53,40,100
D,28,208,4,240,53,66,100
D,28,209,1,240,53,40,100
D,28,209,2,240,53,40,100
D,28,209,3,240,53,40,100
D,28,209,4,240,53,66,100
D,28,210,1,240,53,40,100
D,28,210,2,240,53,40,100
D,28,210,3,240,53,40,100
D,28,210,4,240,53,66,100
D,28,211,1,240,53,40,100
D,28,211,2,240,53,40,100
D,28,211,3,240,53,40,100
D,28,211,4,240,53,66,100
D,28,212,1,240,53,40,100
D,28,212,2,240,53,40,100
D,28,212,3,240,53,40,100
D,28,212,4,240,53,66,100
D,28,301,1,240,53,40,100
D,28,301,2,240,53,40,100
D,28,301,3,240,53,40,100
D,28,301,4,240,53,66,100
D,28,302,1,240,53,40,100
D,28,302,2,240,53,40,100
D,28,302,3,240,53,40,100
D,28,302,4,240,53,66,100
D,28,303,1,240,53,40,100
D,28,303,2,240,53,40,100
D,28,303,3,240,53,40,100
D,28,304,1,240,53,40,100
D,28,304,2,240,53,40,100
D,28,304,3,240,53,40,100
D,28,304,4,240,53,66,100
D,28,305,1,240,53,40,100
D,28,305,2,240,53,40,100
D,28,305,3,240,53,40,100
D,28,305,4,240,53,66,100
D,28,306,1,240,53,40,100
D,28,306,2,240,53,40,100
D,28,306,3,240,53,40,100
D,28,306,4,240,53,66,100
D,28,307,1,240,53,40,100
D,28,307,2,240,53,40,100
D,28,307,3,240,53,40,100
D,28,307,4,240,53,66,100
D,28,308,1,240,53,40,100
D,28,308,2,240,53,40,100
D,28,308,3,240,53,40,100
D,28,308,4,240,53,66,100
D,28,309,1,240,53,40,100
D,28,309,2,240,53,40,100
D,28,309,3,240,53,40,100
D,28,309,4,240,53,66,100
D,28,310,1,240,53,40,100
D,28,310,2,240,53,40,100
D,28,310,3,240,53,40,100
D,28,310,4,240,53,66,100
D,28,311,1,240,53,40,100
D,28,311,2,240,53,40,100
D,28,311,3,240,53,40,100
D,28,311,4,240,53,66,100
D,28,312,1,240,53,40,100
D,28,312,2,240,53,40,100
D,28,312,3,240,53,40,100
D,28,312,4,240,53,66,100
D,28,401,2,240,53,40,100
D,28,401,3,240,53,40,100
D,28,401,4,240,53,66,100
D,28,402,1,240,53,40,100
D,28,402,2,240,53,40,100
D,28,402,3,240,53,40,100
D,28,402,4,240,53,66,100
D,28,403,1,240,53,40,100
D,28,403,2,240,53,40,100
D,28,403,3,240,53,40,100
D,28,403,4,240,53,66,100
D,28,404,1,240,53,40,100
D,28,404,2,240,53,40,100
D,28,404,3,240,53,40,100
D,28,404,4,240,53,66,100
D,28,405,1,240,53,40,100
D,28,405,2,240,53,40,100
D,28,405,3,240,53,40,100
D,28,405,4,240,53,66,100
D,28,406,2,240,53,40,100
D,28,406,3,240,53,40,100
D,28,406,4,240,53,66,100
D,28,407,1,240,53,40,100
D,28,407,2,240,53,40,100
D,28,407,3,240,53,40,100
D,28,407,4,240,53,66,100
D,28,408,1,240,53,40,100
D,28,408,2,240,53,40,100
D,28,408,3,240,53,40,100
D,28,408,4,240,53,66,100
D,28,409,1,240,53,40,100
D,28,409,2,240,53,40,100
D,28,409,3,240,53,40,100
D,28,409,4,240,53,66,100
D,28,410,1,240,53,40,100
D,28,410,2,240,53,40,100
D,28,410,3,240,53,40,100
D,28,410,4,240,53,66,100
D,28,411,1,240,53,40,100
D,28,411,2,240,53,40,100
D,28,411,3,240,53,40,100
D,28,411,4,240,53,66,100
D,28,412,1,240,53,40,100
D,28,412,2,240,53,40,100
D,28,412,3,240,53,40,100
D,28,412,4,240,53,66,100
D,28,501,1,240,53,40,100
D,28,501,2,240,53,40,100
D,28,501,3,240,53,40,100
D,28,501,4,240,53,66,100
D,28,502,1,240,53,40,100
D,28,502,2,240,53,40,100
D,28,502,3,240,53,40,100
D,28,502,4,240,53,66,100
D,28,503,2,240,53,40,100
D,28,503,3,240,53,40,100
D,28,503,4,240,53,66,100
D,28,504,1,240,53,40,100
D,28,504,2,240,53,40,100
D,28,504,3,240,53,40,100
D,28,504,4,240,53,66,100
D,28,505,1,240,53,40,100
D,28,505,2,240,53,40,100
D,28,505,3,240,53,40,100
D,28,505,4,240,53,66,100
D,28,506,1,240,53,40,100
D,28,506,2,240,53,40,100
D,28,506,3,240,53,40,100
D,28,506,4,240,53,66,100
D,28,507,1,240,53,40,100
D,28,507,2,240,53,40,100
D,28,507,3,240,53,40,100
D,28,507,4,240,53,66,100
D,28,508,1,240,53,40,100
D,28,508,2,240,53,40,100
D,28,508,3,240,53,40,100
D,28,508,4,240,53,66,100
D,28,509,1,240,53,40,100
D,28,509,2,240,53,40,100
D,28,509,3,240,53,40,100
D,28,509,4,240,53,66,100
D,28,510,1,240,53,40,100
D,28,510,2,240,53,40,100
D,28,510,3,240,53,40,100
D,28,510,4,240,53,66,100
D,28,511,1,240,53,40,100
D,28,511,2,240,53,40,100
D,28,511,3,240,53,40,100
D,28,511,4,240,53,66,100
D,28,512,1,240,53,40,100
D,28,512,2,240,53,40,100
D,28,512,3,240,53,40,100
D,28,512,4,240,53,66,100
D,28,601,1,120,110,117,2500
D,28,601,2,120,110,117,700
D,28,602,1,120,110,117,2500
D,28,602,2,120,110,117,700
D,28,603,1,120,110,117,2500
D,28,603,2,120,110,117,700
D,28,604,1,120,110,117,2500
D,28,604,2,120,110,117,700
D,28,701,1,240,53,40,100
D,28,701,2,240,53,40,100
D,28,701,3,240,53,40,100
D,28,701,4,240,53,66,100
D,28,702,1,240,53,40,100
D,28,702,2,240,53,40,100
D,28,702,3,240,53,40,100
D,28,702,4,240,53,66,100
D,28,703,1,240,53,40,100
D,28,703,2,240,53,40,100
D,28,703,3,240,53,40,100
D,28,703,4,240,53,66,100
D,28,704,1,240,53,40,100
D,28,704,2,240,53,40,100
D,28,704,3,240,53,40,100
D,28,704,4,240,53,66,100
D,28,705,1,240,53,40,100
D,28,705,2,240,53,40,100
D,28,705,3,240,53,40,100
D,28,705,4,240,53,66,100
D,28,706,1,240,53,40,100
D,28,706,2,240,53,40,100
D,28,706,3,240,53,40,100
D,28,706,4,240,53,66,100
D,28,707,1,240,53,40,100
D,28,707,2,240,53,40,100
D,28,707,3,240,53,40,100
D,28,707,4,240,53,66,100
D,28,708,1,240,53,40,100
D,28,708,2,240,53,40,100
D,28,708,3,240,53,40,100
D,28,708,4,240,53,66,100
D,28,709,1,240,53,40,100
D,28,709,2,240,53,40,100
D,28,709,3,240,53,40,100
D,28,709,4,240,53,66,100
D,28,710,1,240,53,40,100
D,28,710,2,240,53,40,100
D,28,710,3,240,53,40,100
D,28,710,4,240,53,66,100
D,28,711,1,240,53,40,100
D,28,711,2,240,53,40,100
D,28,711,3,240,53,40,100
D,28,711,4,240,53,66,100
D,28,712,1,240,53,40,100
D,28,712,2,240,53,40,100
D,28,712,3,240,53,40,100
D,28,712,4,240,53,66,100
D,28,801,1,240,53,40,100
D,28,801,2,240,53,40,100
D,28,801,3,240,53,40,100
D,28,801,4,240,53,66,100
D,28,802,1,240,53,40,100
D,28,802,2,240,53,40,100
D,28,802,3,240,53,40,100
D,28,802,4,240,53,66,100
D,28,803,1,240,53,40,100
D,28,803,2,240,53,40,100
D,28,803,3,240,53,40,100
D,28,803,4,240,53,66,100
D,28,804,1,240,53,40,100
D,28,804,2,240,53,40,100
D,28,804,3,240,53,40,100
D,28,804,4,240,53,66,100
D,28,805,1,240,53,40,100
D,28,805,2,240,53,40,100
D,28,805,3,240,53,40,100
D,28,805,4,240,53,66,100
D,28,806,1,240,53,40,100
D,28,806,2,240,53,40,100
D,28,806,3,240,53,40,100
D,28,806,4,240,53,66,100
D,28,807,1,240,53,40,100
D,28,807,2,240,53,40,100
D,28,807,3,240,53,40,100
D,28,807,4,240,53,66,100
D,28,808,1,240,53,40,100
D,28,808,2,240,53,40,100
D,28,808,3,240,53,40,100
D,28,808,4,240,53,66,100
D,28,809,1,240,53,40,100
D,28,809,2,240,53,40,100
D,28,809,3,240,53,40,100
D,28,809,4,240,53,66,100
D,28,810,1,240,53,40,100
D,28,810,2,240,53,40,100
D,28,810,3,240,53,40,100
D,28,810,4,240,53,66,100
D,28,811,1,240,53,40,100
D,28,811,2,240,53,40,100
D,28,811,3,240,53,40,100
D,28,811,4,240,53,66,100
D,28,812,1,240,53,40,100
D,28,812,2,240,53,40,100
D,28,812,3,240,53,40,100
D,28,812,4,240,53,66,100
D,28,901,1,240,53,40,100
D,28,901,2,240,53,40,100
D,28,901,3,240,53,40,100
D,28,901,4,240,53,66,100
D,28,902,1,240,53,40,100
D,28,902,2,240,53,40,100
D,28,902,3,240,53,40,100
D,28,902,4,240,53,66,100
D,28,903,1,240,53,40,100
D,28,903,2,240,53,40,100
D,28,903,3,240,53,40,100
D,28,903,4,240,53,66,100
D,28,904,1,240,53,40,100
D,28,904,2,240,53,40,100
D,28,904,3,240,53,40,100
D,28,904,4,240,53,66,100
D,28,905,1,240,53,40,100
D,28,905,2,240,53,40,100
D,28,905,3,240,53,40,100
D,28,905,4,240,53,66,100
D,28,906,1,240,53,40,100
D,28,906,2,240,53,40,100
D,28,906,3,240,53,40,100
D,28,906,4,240,53,66,100
D,28,907,1,240,53,40,100
D,28,907,2,240,53,40,100
D,28,907,3,240,53,40,100
D,28,907,4,240,53,66,100
D,28,908,1,240,53,40,100
D,28,908,2,240,53,40,100
D,28,908,3,240,53,40,100
D,28,908,4,240,53,66,100
D,28,909,1,240,53,40,100
D,28,909,2,240,53,40,100
D,28,909,3,240,53,40,100
D,28,909,4,240,53,66,100
D,28,910,1,240,53,40,100
D,28,910,2,240,53,40,100
D,28,910,3,240,53,40,100
D,28,910,4,240,53,66,100
D,28,911,1,240,53,40,100
D,28,911,2,240,53,40,100
D,28,911,3,240,53,40,100
D,28,911,4,240,53,66,100
D,28,912,1,240,53,40,100
D,28,912,2,240,53,40,100
D,28,912,3,240,53,40,100
D,28,912,4,240,53,66,100
D,28,1001,1,240,53,40,100
D,28,1001,2,240,53,40,100
D,28,1001,3,240,53,40,100
D,28,1001,4,240,53,66,100
D,28,1002,1,240,53,40,100
D,28,1002,2,240,53,40,100
D,28,1002,3,240,53,40,100
D,28,1002,4,240,53,66,100
D,28,1003,1,240,53,40,100
D,28,1003,2,240,53,40,100
D,28,1003,3,240,53,40,100
D,28,1003,4,240,53,66,100
D,28,1004,1,240,53,40,100
D,28,1004,2,240,53,40,100
D,28,1004,3,240,53,40,100
D,28,1004,4,240,53,66,100
D,28,1005,1,240,53,40,100
D,28,1005,2,240,53,40,100
D,28,1005,3,240,53,40,100
D,28,1005,4,240,53,66,100
D,28,1006,1,240,53,40,100
D,28,1006,2,240,53,40,100
D,28,1006,3,240,53,40,100
D,28,1006,4,240,53,66,100
D,28,1007,1,240,53,40,100
D,28,1007,2,240,53,40,100
D,28,1007,3,240,53,40,100
D,28,1007,4,240,53,66,100
D,28,1008,1,240,53,40,100
D,28,1008,2,240,53,40,100
D,28,1008,3,240,53,40,100
D,28,1008,4,240,53,66,100
D,28,1009,1,240,53,40,100
D,28,1009,2,240,53,40,100
D,28,1009,3,240,53,40,100
D,28,1009,4,240,53,66,100
D,28,1010,1,240,53,40,100
D,28,1010,2,240,53,40,100
D,28,1010,3,240,53,40,100
D,28,1010,4,240,53,66,100
D,28,1011,1,240,53,40,100
D,28,1011,2,240,53,40,100
D,28,1011,3,240,53,40,100
D,28,1011,4,240,53,66,100
D,28,1012,1,240,53,40,100
D,28,1012,2,240,53,40,100
D,28,1012,3,240,53,40,100
D,28,1012,4,240,53,66,100
D,28,1101,1,240,53,40,100
D,28,1101,2,240,53,40,100
D,28,1101,3,240,53,40,100
D,28,1101,4,240,53,66,100
D,28,1102,1,240,53,40,100
D,28,1102,2,240,53,40,100
D,28,1102,3,240,53,40,100
D,28,1102,4,240,53,66,100
D,28,1103,1,240,53,40,100
D,28,1103,2,240,53,40,100
D,28,1103,3,240,53,40,100
D,28,1103,4,240,53,66,100
D,28,1104,1,240,53,40,100
D,28,1104,2,240,53,40,100
D,28,1104,3,240,53,40,100
D,28,1104,4,240,53,66,100
D,28,1105,1,240,53,40,100
D,28,1105,2,240,53,40,100
D,28,1105,3,240,53,40,100
D,28,1105,4,240,53,66,100
D,28,1106,1,240,53,40,100
D,28,1106,2,240,53,40,100
D,28,1106,3,240,53,40,100
D,28,1106,4,240,53,66,100
D,28,1107,1,240,53,40,100
D,28,1107,2,240,53,40,100
D,28,1107,3,240,53,40,100
D,28,1107,4,240,53,66,100
D,28,1108,1,240,53,40,100
D,28,1108,2,240,53,40,100
D,28,1108,3,240,53,40,100
D,28,1108,4,240,53,66,100
D,28,1109,1,240,53,40,100
D,28,1109,2,240,53,40,100
D,28,1109,3,240,53,40,100
D,28,1109,4,240,53,66,100
D,28,1110,1,240,53,40,100
D,28,1110,2,240,53,40,100
D,28,1110,3,240,53,40,100
D,28,1110,4,240,53,66,100
D,28,1111,1,240,53,40,100
D,28,1111,2,240,53,40,100
D,28,1111,3,240,53,40,100
D,28,1111,4,240,53,66,100
D,28,1112,1,240,53,40,100
D,28,1112,2,240,53,40,100
D,28,1112,3,240,53,40,100
D,28,1112,4,240,53,66,100
D,28,1301,1,240,53,40,100
D,28,1301,2,240,53,40,100
D,28,1301,3,240,53,40,100
D,28,1301,4,240,53,66,100
D,28,1302,1,240,53,40,100
D,28,1302,2,240,53,40,100
D,28,1302,3,240,53,40,100
D,28,1302,4,240,53,66,100
D,28,1303,1,240,53,40,100
D,28,1303,2,240,53,40,100
D,28,1303,3,240,53,40,100
D,28,1303,4,240,53,66,100
D,28,1304,1,240,53,40,100
D,28,1304,2,240,53,40,100
D,28,1304,3,240,53,40,100
D,28,1304,4,240,53,66,100
D,28,1305,1,240,53,40,100
D,28,1305,2,240,53,40,100
D,28,1305,3,240,53,40,100
D,28,1305,4,240,53,66,100
D,28,1306,1,240,53,40,100
D,28,1306,2,240,53,40,100
D,28,1306,3,240,53,40,100
D,28,1306,4,240,53,66,100
D,28,1307,1,240,53,40,100
D,28,1307,2,240,53,40,100
D,28,1307,3,240,53,40,100
D,28,1307,4,240,53,66,100
D,28,1308,1,240,53,40,100
D,28,1308,3,240,53,40,100
D,28,1308,4,240,53,66,100
D,28,1309,1,240,53,40,100
D,28,1309,2,240,53,40,100
D,28,1309,3,240,53,40,100
D,28,1309,4,240,53,66,100
D,28,1310,1,240,53,40,100
D,28,1310,2,240,53,40,100
D,28,1310,3,240,53,40,100
D,28,1310,4,240,53,66,100
D,28,1311,1,240,53,40,100
D,28,1311,2,240,53,40,100
D,28,1311,3,240,53,40,100
D,28,1311,4,240,53,66,100
D,28,1312,1,240,53,40,100
D,28,1312,2,240,53,40,100
D,28,1312,3,240,53,40,100
D,28,1312,4,240,53,66,100
D,28,1401,1,240,120,123,2500
D,28,1401,4,240,53,66,100
D,28,1402,1,240,120,123,2500
D,28,1402,4,240,53,66,100
D,28,1403,1,240,120,123,2500
D,28,1403,4,240,53,66,100
D,28,1404,1,240,120,123,2500
D,28,1404,4,240,53,66,100
D,28,1405,1,240,120,123,2500
D,28,1405,4,240,53,66,100
D,28,1406,1,240,120,123,2500
D,28,1406,4,240,53,66,100
D,28,1407,4,240,53,66,100
D,28,1408,4,240,53,66,100
D,28,1409,4,240,53,66,100
D,28,1410,4,240,53,66,100
D,28,1411,4,240,53,66,100
D,28,1412,4,240,53,66,100
D,28,1501,1,240,120,123,2500
D,28,1501,4,240,53,66,100
D,28,1502,1,240,120,123,2500
D,28,1502,4,240,53,66,100
D,28,1503,1,240,120,123,2500
D,28,1503,4,240,53,66,100
D,28,1504,1,240,120,123,2500
D,28,1504,4,240,53,66,100
D,28,1505,1,240,120,123,2500
D,28,1505,4,240,53,66,100
D,28,1506,1,240,120,123,2500
D,28,1506,4,240,53,66,100
D,28,1507,4,240,53,66,100
D,28,1508,4,240,53,66,100
D,28,1509,4,240,53,66,100
D,28,1510,4,240,53,66,100
D,28,1511,4,240,53,66,100
D,28,1512,4,240,53,66,100
D,28,1601,1,240,120,123,2500
D,28,1601,4,240,53,66,100
D,28,1602,1,240,120,123,2500
D,28,1602,4,240,53,66,100
D,28,1603,1,240,120,123,2500
D,28,1603,4,240,53,66,100
D,28,1604,1,240,120,123,2500
D,28,1604,4,240,53,66,100
D,28,1605,1,240,120,123,2500
D,28,1605,4,240,53,66,100
D,28,1606,1,240,120,123,2500
D,28,1606,4,240,53,66,100
D,28,1607,4,240,53,66,100
D,28,1608,4,240,53,66,100
D,28,1609,4,240,53,66,100
D,28,1610,4,240,53,66,100
D,28,1611,4,240,53,66,100
D,28,1612,4,240,53,66,100
D,28,1701,1,240,120,123,2500
D,28,1701,4,240,53,66,100
D,28,1702,1,240,120,123,2500
D,28,1702,4,240,53,66,100
D,28,1703,1,240,120,123,2500
D,28,1703,4,240,53,66,100
D,28,1704,1,240,120,123,2500
D,28,1704,4,240,53,66,100
D,28,1705,1,240,120,123,2500
D,28,1705,4,240,53,66,100
D,28,1706,1,240,120,123,2500
D,28,1706,4,240,53,66,100
D,28,1707,4,240,53,66,100
D,28,1708,4,240,53,66,100
D,28,1709,4,240,53,66,100
D,28,1710,4,240,53,66,100
D,28,1711,4,240,53,66,100
D,28,1712,4,240,53,66,100
D,28,1801,1,240,120,123,2500
D,28,1801,4,240,53,66,100
D,28,1802,1,240,120,123,2500
D,28,1802,4,240,53,66,100
D,28,1803,1,240,120,123,2500
D,28,1803,4,240,53,66,100
D,28,1804,1,240,120,123,2500
D,28,1804,4,240,53,66,100
D,28,1805,1,240,120,123,2500
D,28,1805,4,240,53,66,100
D,28,1806,1,240,120,123,2500
D,28,1806,4,240,53,66,100
D,28,1807,4,240,53,66,100
D,28,1808,4,240,53,66,100
D,28,1809,4,240,53,66,100
D,28,1810,4,240,53,66,100
D,28,1811,4,240,53,66,100
D,28,1812,4,240,53,66,100
D,28,1901,1,240,120,123,2500
D,28,1901,4,240,53,66,100
D,28,1902,1,240,120,123,2500
D,28,1902,4,240,53,66,100
D,28,1903,1,240,120,123,2500
D,28,1903,4,240,53,66,100
D,28,1904,1,240,120,123,2500
D,28,1904,4,240,53,66,100
D,28,1905,1,240,120,123,2500
D,28,1905,4,240,53,66,100
D,28,1906,1,240,120,123,2500
D,28,1906,4,240,53,66,100
D,28,1907,4,240,53,66,100
D,28,1908,4,240,53,66,100
D,28,1909,4,240,53,66,100
D,28,1910,4,240,53,66,100
D,28,1911,4,240,53,66,100
D,28,1912,4,240,53,66,100
D,28,2001,1,240,120,123,2500
D,28,2001,4,240,53,66,100
D,28,2002,1,240,120,123,2500
D,28,2002,4,240,53,66,100
D,28,2003,1,240,120,123,2500
D,28,2003,4,240,53,66,100
D,28,2004,1,240,120,123,2500
D,28,2004,4,240,53,66,100
D,28,2005,1,240,120,123,2500
D,28,2005,4,240,53,66,100
D,28,2006,1,240,120,123,2500
D,28,2006,4,240,53,66,100
D,28,2007,4,240,53,66,100
D,28,2008,4,240,53,66,100
D,28,2009,4,240,53,66,100
D,28,2010,4,240,53,66,100
D,28,2011,4,240,53,66,100
D,28,2012,4,240,53,66,100
D,28,2101,1,120,120,123,2500
D,28,2101,2,120,110,117,700
D,28,2102,1,120,120,123,2500
D,28,2102,2,120,110,117,700
D,28,2103,2,120,110,117,700
D,28,2104,2,120,110,117,700
D,28,2201,1,240,120,123,2500
D,28,2201,4,240,53,66,100
D,28,2202,1,240,120,123,2500
D,28,2202,4,240,53,66,100
D,28,2203,1,240,120,123,2500
D,28,2203,4,240,53,66,100
D,28,2204,1,240,120,123,2500
D,28,2204,4,240,53,66,100
D,28,2205,1,240,120,123,2500
D,28,2205,4,240,53,66,100
D,28,2206,1,240,120,123,2500
D,28,2206,4,240,53,66,100
D,28,2207,4,240,53,66,100
D,28,2208,4,240,53,66,100
D,28,2209,4,240,53,66,100
D,28,2210,4,240,53,66,100
D,28,2211,4,240,53,66,100
D,28,2212,4,240,53,66,100
D,28,2301,1,240,120,123,2500
D,28,2301,4,240,53,66,100
D,28,2302,1,240,120,123,2500
D,28,2302,4,240,53,66,100
D,28,2303,1,240,120,123,2500
D,28,2303,4,240,53,66,100
D,28,2304,1,240,120,123,2500
D,28,2304,4,240,53,66,100
D,28,2305,1,240,120,123,2500
D,28,2305,4,240,53,66,100
D,28,2306,1,240,120,123,2500
D,28,2306,4,240,53,66,100
D,28,2307,4,240,53,66,100
D,28,2308,4,240,53,66,100
D,28,2309,4,240,53,66,100
D,28,2310,4,240,53,66,100
D,28,2311,4,240,53,66,100
D,28,2312,4,240,53,66,100
D,28,2401,1,240,120,123,2500
D,28,2401,4,240,53,66,100
D,28,2402,1,240,120,123,2500
D,28,2402,4,240,53,66,100
D,28,2403,1,240,120,123,2500
D,28,2403,4,240,53,66,100
D,28,2404,1,240,120,123,2500
D,28,2404,4,240,53,66,100
D,28,2405,1,240,120,123,2500
D,28,2405,4,240,53,66,100
D,28,2406,1,240,120,123,2500
D,28,2406,4,240,53,66,100
D,28,2408,4,240,53,66,100
D,28,2409,4,240,53,66,100
D,28,2410,4,240,53,66,100
D,28,2411,4,240,53,66,100
D,28,2412,4,240,53,66,100
D,28,2501,1,240,120,123,2500
D,28,2501,4,240,53,66,100
D,28,2502,1,240,120,123,2500
D,28,2502,4,240,53,66,100
D,28,2503,1,240,120,123,2500
D,28,2503,4,240,53,66,100
D,28,2504,1,240,120,123,2500
D,28,2504,4,240,53,66,100
D,28,2505,1,240,120,123,2500
D,28,2505,4,240,53,66,100
D,28,2506,1,240,120,123,2500
D,28,2506,4,240,53,66,100
D,28,2507,4,240,53,66,100
D,28,2508,4,240,53,66,100
D,28,2509,4,240,53,66,100
D,28,2510,4,240,53,66,100
D,28,2511,4,240,53,66,100
D,28,2512,4,240,53,66,100
D,29,601,1,120,110,117,2500
D,29,601,2,120,110,117,2100
D,29,602,1,120,110,117,2500
D,29,602,2,120,110,117,700
D,29,603,1,120,110,117,2500
D,29,603,2,120,110,117,2100
D,29,604,1,120,110,117,2500
D,29,604,2,120,110,117,700
D,29,2101,1,120,110,117,2500
D,29,2101,2,120,110,117,2100
D,29,2102,1,120,110,117,2500
D,29,2102,2,120,110,117,700
D,29,2103,1,120,110,117,2500
D,29,2103,2,120,110,117,2100
D,29,2104,1,120,110,117,2500
D,29,2104,2,120,110,117,700
D,30,101,1,240,53,40,100
D,30,101,2,240,53,40,100
D,30,101,3,240,53,40,100
D,30,101,4,240,53,66,100
D,30,102,1,120,110,117,2500
D,30,102,2,120,110,117,2100
D,30,103,1,240,53,40,100
D,30,103,2,240,53,40,100
D,30,103,3,240,53,40,100
D,30,103,4,240,53,66,100
D,30,104,1,120,110,117,2500
D,30,104,2,120,110,117,2100
D,30,105,1,240,53,40,100
D,30,105,2,240,53,40,100
D,30,105,3,240,53,40,100
D,30,105,4,240,53,66,100
D,30,107,1,240,53,40,100
D,30,107,2,240,53,40,100
D,30,107,3,240,53,40,100
D,30,107,4,240,53,66,100
D,30,109,1,240,53,40,100
D,30,109,2,240,53,40,100
D,30,109,3,240,53,40,100
D,30,109,4,240,53,66,100
D,30,111,1,240,53,40,100
D,30,111,2,240,53,40,100
D,30,111,3,240,53,40,100
D,30,111,4,240,53,66,100
D,30,201,1,240,53,40,100
D,30,201,2,240,53,40,100
D,30,201,3,240,53,40,100
D,30,201,4,240,53,66,100
D,30,202,1,120,110,117,2500
D,30,202,2,120,110,117,2100
D,30,203,1,240,53,40,100
D,30,203,2,240,53,40,100
D,30,203,3,240,53,40,100
D,30,203,4,240,53,66,100
D,30,204,1,120,110,117,2500
D,30,204,2,120,110,117,2100
D,30,205,2,240,53,40,100
D,30,205,3,240,53,40,100
D,30,205,4,240,53,66,100
D,30,207,1,240,53,40,100
D,30,207,2,240,53,40,100
D,30,207,4,240,53,66,100
D,30,209,1,240,53,40,100
D,30,209,2,240,53,40,100
D,30,209,3,240,53,40,100
D,30,209,4,240,53,66,100
D,30,211,1,240,53,40,100
D,30,211,2,240,53,40,100
D,30,211,3,240,53,40,100
D,30,211,4,240,53,66,100
