Zone,Allee,Deplacement,Niveau,longueur,largeur,hauteur,PoidsLimiteTotal,PoidsLimiteUnitaire,X,Y,Z,pictogramme,utilisateur,DateModif,DateCrea,Type1,Type2,Type3
S,12,92,3,60,20,38,20,,,,,,,,,,,
S,12,92,4,60,20,38,20,,,,,,,,,,,
S,12,92,5,60,20,38,20,,,,,,,,,,,
S,12,92,6,60,20,38,20,,,,,,,,,,,
S,12,93,1,60,20,38,20,,,,,,,,,,,
S,12,93,2,60,20,38,20,,,,,,,,,,,
S,12,93,3,60,20,38,20,,,,,,,,,,,
S,12,93,4,60,20,38,20,,,,,,,,,,,
S,12,93,5,60,20,38,20,,,,,,,,,,,
S,12,93,6,60,20,38,20,,,,,,,,,,,
S,12,94,1,60,20,38,20,,,,,,,,,,,
S,12,94,2,60,20,38,20,,,,,,,,,,,
S,12,94,3,60,20,38,20,,,,,,,,,,,
S,12,94,4,60,20,38,20,,,,,,,,,,,
S,12,94,5,60,20,38,20,,,,,,,,,,,
S,12,94,6,60,20,38,20,,,,,,,,,,,
S,12,95,1,60,20,38,20,,,,,,,,,,,
S,12,95,2,60,20,38,20,,,,,,,,,,,
S,12,95,3,60,20,38,20,,,,,,,,,,,
S,12,95,4,60,20,38,20,,,,,,,,,,,
S,12,95,5,60,20,38,20,,,,,,,,,,,
S,12,95,6,60,20,38,20,,,,,,,,,,,
S,12,96,1,60,20,38,20,,,,,,,,,,,
S,12,96,2,60,20,38,20,,,,,,,,,,,
S,12,96,3,60,20,38,20,,,,,,,,,,,
S,12,96,4,60,20,38,20,,,,,,,,,,,
S,12,96,5,60,20,38,20,,,,,,,,,,,
S,12,96,6,60,20,38,20,,,,,,,,,,,
S,12,97,1,60,20,38,20,,,,,,,,,,,
S,12,97,2,60,20,38,20,,,,,,,,,,,
S,12,97,3,60,20,38,20,,,,,,,,,,,
S,12,97,4,60,20,38,20,,,,,,,,,,,
S,12,97,5,60,20,38,20,,,,,,,,,,,
S,12,97,6,60,20,38,20,,,,,,,,,,,
S,12,98,1,60,20,38,20,,,,,,,,,,,
S,12,98,2,60,20,38,20,,,,,,,,,,,
S,12,98,3,60,20,38,20,,,,,,,,,,,
S,12,98,4,60,20,38,20,,,,,,,,,,,
S,12,98,5,60,20,38,20,,,,,,,,,,,
S,12,98,6,60,20,38,20,,,,,,,,,,,
S,12,99,1,60,20,38,20,,,,,,,,,,,
S,12,99,2,60,20,38,20,,,,,,,,,,,
S,12,99,3,60,20,38,20,,,,,,,,,,,
S,12,99,4,60,20,38,20,,,,,,,,,,,
S,12,99,5,60,20,38,20,,,,,,,,,,,
S,12,99,6,60,20,38,20,,,,,,,,,,,
S,12,100,1,60,20,38,20,,,,,,,,,,,
S,12,100,2,60,20,38,20,,,,,,,,,,,
S,12,100,3,60,20,38,20,,,,,,,,,,,
S,12,100,4,60,20,38,20,,,,,,,,,,,
S,12,100,5,60,20,38,20,,,,,,,,,,,
S,12,100,6,60,20,38,20,,,,,,,,,,,
S,13,1,1,60,20,38,20,,,,,,,,,,,
S,13,1,2,60,20,38,20,,,,,,,,,,,
S,13,1,3,60,20,38,20,,,,,,,,,,,
S,13,1,4,60,20,38,20,,,,,,,,,,,
S,13,1,5,60,20,38,20,,,,,,,,,,,
S,13,1,6,60,20,38,20,,,,,,,,,,,
S,13,2,1,60,20,38,20,,,,,,,,,,,
S,13,2,2,60,20,38,20,,,,,,,,,,,
S,13,2,3,60,20,38,20,,,,,,,,,,,
S,13,2,4,60,20,38,20,,,,,,,,,,,
S,13,2,5,60,20,38,20,,,,,,,,,,,
S,13,2,6,60,20,38,20,,,,,,,,,,,
S,13,3,1,60,20,38,20,,,,,,,,,,,
S,13,3,2,60,20,38,20,,,,,,,,,,,
S,13,3,3,60,20,38,20,,,,,,,,,,,
S,13,3,4,60,20,38,20,,,,,,,,,,,
S,13,3,5,60,20,38,20,,,,,,,,,,,
S,13,3,6,60,20,38,20,,,,,,,,,,,
S,13,4,1,60,20,38,20,,,,,,,,,,,
S,13,4,2,60,20,38,20,,,,,,,,,,,
S,13,4,3,60,20,38,20,,,,,,,,,,,
S,13,4,4,60,20,38,20,,,,,,,,,,,
S,13,4,5,60,20,38,20,,,,,,,,,,,
S,13,4,6,60,20,38,20,,,,,,,,,,,
S,13,5,1,60,20,38,20,,,,,,,,,,,
S,13,5,2,60,20,38,20,,,,,,,,,,,
S,13,5,3,60,20,38,20,,,,,,,,,,,
S,13,5,4,60,20,38,20,,,,,,,,,,,
S,13,5,5,60,20,38,20,,,,,,,,,,,
S,13,5,6,60,20,38,20,,,,,,,,,,,
S,13,6,1,60,20,38,20,,,,,,,,,,,
S,13,6,2,60,20,38,20,,,,,,,,,,,
S,13,6,3,60,20,38,20,,,,,,,,,,,
S,13,6,4,60,20,38,20,,,,,,,,,,,
S,13,6,5,60,20,38,20,,,,,,,,,,,
S,13,6,6,60,20,38,20,,,,,,,,,,,
S,13,7,1,60,20,38,20,,,,,,,,,,,
S,13,7,2,60,20,38,20,,,,,,,,,,,
S,13,7,3,60,20,38,20,,,,,,,,,,,
S,13,7,4,60,20,38,20,,,,,,,,,,,
S,13,7,5,60,20,38,20,,,,,,,,,,,
S,13,7,6,60,20,38,20,,,,,,,,,,,
S,13,8,1,60,20,38,20,,,,,,,,,,,
S,13,8,2,60,20,38,20,,,,,,,,,,,
S,13,8,3,60,20,38,20,,,,,,,,,,,
S,13,8,4,60,20,38,20,,,,,,,,,,,
S,13,8,5,60,20,38,20,,,,,,,,,,,
S,13,8,6,60,20,38,20,,,,,,,,,,,
S,13,9,1,60,20,38,20,,,,,,,,,,,
S,13,9,2,60,20,38,20,,,,,,,,,,,
S,13,9,3,60,20,38,20,,,,,,,,,,,
S,13,9,4,60,20,38,20,,,,,,,,,,,
S,13,9,5,60,20,38,20,,,,,,,,,,,
S,13,9,6,60,20,38,20,,,,,,,,,,,
S,13,10,1,60,20,38,20,,,,,,,,,,,
S,13,10,2,60,20,38,20,,,,,,,,,,,
S,13,10,3,60,20,38,20,,,,,,,,,,,
S,13,10,4,60,20,38,20,,,,,,,,,,,
S,13,10,5,60,20,38,20,,,,,,,,,,,
S,13,10,6,60,20,38,20,,,,,,,,,,,
S,13,11,1,60,20,38,20,,,,,,,,,,,
S,13,11,2,60,20,38,20,,,,,,,,,,,
S,13,11,3,60,20,38,20,,,,,,,,,,,
S,13,11,4,60,20,38,20,,,,,,,,,,,
S,13,11,5,60,20,38,20,,,,,,,,,,,
S,13,11,6,60,20,38,20,,,,,,,,,,,
S,13,12,1,60,20,38,20,,,,,,,,,,,
S,13,12,2,60,20,38,20,,,,,,,,,,,
S,13,12,3,60,20,38,20,,,,,,,,,,,
S,13,12,4,60,20,38,20,,,,,,,,,,,
S,13,12,5,60,20,38,20,,,,,,,,,,,
S,13,12,6,60,20,38,20,,,,,,,,,,,
S,13,13,1,60,20,38,20,,,,,,,,,,,
S,13,13,2,60,20,38,20,,,,,,,,,,,
S,13,13,3,60,20,38,20,,,,,,,,,,,
S,13,13,4,60,20,38,20,,,,,,,,,,,
S,13,13,5,60,20,38,20,,,,,,,,,,,
S,13,13,6,60,20,38,20,,,,,,,,,,,
S,13,14,1,60,20,38,20,,,,,,,,,,,
S,13,14,2,60,20,38,20,,,,,,,,,,,
S,13,14,3,60,20,38,20,,,,,,,,,,,
S,13,14,4,60,20,38,20,,,,,,,,,,,
S,13,14,5,60,20,38,20,,,,,,,,,,,
S,13,14,6,60,20,38,20,,,,,,,,,,,
S,13,15,1,60,20,38,20,,,,,,,,,,,
S,13,15,2,60,20,38,20,,,,,,,,,,,
S,13,15,3,60,20,38,20,,,,,,,,,,,
S,13,15,4,60,20,38,20,,,,,,,,,,,
S,13,15,5,60,20,38,20,,,,,,,,,,,
S,13,15,6,60,20,38,20,,,,,,,,,,,
S,13,16,1,60,20,38,20,,,,,,,,,,,
S,13,16,2,60,20,38,20,,,,,,,,,,,
S,13,16,3,60,20,38,20,,,,,,,,,,,
S,13,16,4,60,20,38,20,,,,,,,,,,,
S,13,16,5,60,20,38,20,,,,,,,,,,,
S,13,16,6,60,20,38,20,,,,,,,,,,,
S,13,17,1,60,20,38,20,,,,,,,,,,,
S,13,17,2,60,20,38,20,,,,,,,,,,,
S,13,17,3,60,20,38,20,,,,,,,,,,,
S,13,17,4,60,20,38,20,,,,,,,,,,,
S,13,17,5,60,20,38,20,,,,,,,,,,,
S,13,17,6,60,20,38,20,,,,,,,,,,,
S,13,18,1,60,20,38,20,,,,,,,,,,,
S,13,18,2,60,20,38,20,,,,,,,,,,,
S,13,18,3,60,20,38,20,,,,,,,,,,,
S,13,18,4,60,20,38,20,,,,,,,,,,,
S,13,18,5,60,20,38,20,,,,,,,,,,,
S,13,18,6,60,20,38,20,,,,,,,,,,,
S,13,19,1,60,20,38,20,,,,,,,,,,,
S,13,19,2,60,20,38,20,,,,,,,,,,,
S,13,19,3,60,20,38,20,,,,,,,,,,,
S,13,19,4,60,20,38,20,,,,,,,,,,,
S,13,19,5,60,20,38,20,,,,,,,,,,,
S,13,19,6,60,20,38,20,,,,,,,,,,,
S,13,20,1,60,20,38,20,,,,,,,,,,,
S,13,20,2,60,20,38,20,,,,,,,,,,,
S,13,20,3,60,20,38,20,,,,,,,,,,,
S,13,20,4,60,20,38,20,,,,,,,,,,,
S,13,20,5,60,20,38,20,,,,,,,,,,,
S,13,20,6,60,20,38,20,,,,,,,,,,,
S,13,21,1,60,20,38,20,,,,,,,,,,,
S,13,21,2,60,20,38,20,,,,,,,,,,,
S,13,21,3,60,20,38,20,,,,,,,,,,,
S,13,21,4,60,20,38,20,,,,,,,,,,,
S,13,21,5,60,20,38,20,,,,,,,,,,,
S,13,21,6,60,20,38,20,,,,,,,,,,,
S,13,22,1,60,20,38,20,,,,,,,,,,,
S,13,22,2,60,20,38,20,,,,,,,,,,,
S,13,22,3,60,20,38,20,,,,,,,,,,,
S,13,22,4,60,20,38,20,,,,,,,,,,,
S,13,22,5,60,20,38,20,,,,,,,,,,,
S,13,22,6,60,20,38,20,,,,,,,,,,,
S,13,23,1,60,20,38,20,,,,,,,,,,,
S,13,23,2,60,20,38,20,,,,,,,,,,,
S,13,23,3,60,20,38,20,,,,,,,,,,,
S,13,23,4,60,20,38,20,,,,,,,,,,,
S,13,23,5,60,20,38,20,,,,,,,,,,,
S,13,23,6,60,20,38,20,,,,,,,,,,,
S,13,24,1,60,20,38,20,,,,,,,,,,,
S,13,24,2,60,20,38,20,,,,,,,,,,,
S,13,24,3,60,20,38,20,,,,,,,,,,,
S,13,24,4,60,20,38,20,,,,,,,,,,,
S,13,24,5,60,20,38,20,,,,,,,,,,,
S,13,24,6,60,20,38,20,,,,,,,,,,,
S,13,25,1,60,20,38,20,,,,,,,,,,,
S,13,25,2,60,20,38,20,,,,,,,,,,,
S,13,25,3,60,20,38,20,,,,,,,,,,,
S,13,25,4,60,20,38,20,,,,,,,,,,,
S,13,25,5,60,20,38,20,,,,,,,,,,,
S,13,25,6,60,20,38,20,,,,,,,,,,,
S,13,26,1,60,20,38,20,,,,,,,,,,,
S,13,26,2,60,20,38,20,,,,,,,,,,,
S,13,26,3,60,20,38,20,,,,,,,,,,,
S,13,26,4,60,20,38,20,,,,,,,,,,,
S,13,26,5,60,20,38,20,,,,,,,,,,,
S,13,26,6,60,20,38,20,,,,,,,,,,,
S,13,27,1,60,20,38,20,,,,,,,,,,,
S,13,27,2,60,20,38,20,,,,,,,,,,,
S,13,27,3,60,20,38,20,,,,,,,,,,,
S,13,27,4,60,20,38,20,,,,,,,,,,,
S,13,27,5,60,20,38,20,,,,,,,,,,,
S,13,27,6,60,20,38,20,,,,,,,,,,,
S,13,28,1,60,20,38,20,,,,,,,,,,,
S,13,28,2,60,20,38,20,,,,,,,,,,,
S,13,28,3,60,20,38,20,,,,,,,,,,,
S,13,28,4,60,20,38,20,,,,,,,,,,,
S,13,28,5,60,20,38,20,,,,,,,,,,,
S,13,28,6,60,20,38,20,,,,,,,,,,,
S,13,29,1,60,20,38,20,,,,,,,,,,,
S,13,29,2,60,20,38,20,,,,,,,,,,,
S,13,29,3,60,20,38,20,,,,,,,,,,,
S,13,29,4,60,20,38,20,,,,,,,,,,,
S,13,29,5,60,20,38,20,,,,,,,,,,,
S,13,29,6,60,20,38,20,,,,,,,,,,,
S,13,30,1,60,20,38,20,,,,,,,,,,,
S,13,30,2,60,20,38,20,,,,,,,,,,,
S,13,30,3,60,20,38,20,,,,,,,,,,,
S,13,30,4,60,20,38,20,,,,,,,,,,,
S,13,30,5,60,20,38,20,,,,,,,,,,,
S,13,30,6,60,20,38,20,,,,,,,,,,,
S,13,31,1,60,20,38,20,,,,,,,,,,,
S,13,31,2,60,20,38,20,,,,,,,,,,,
S,13,31,3,60,20,38,20,,,,,,,,,,,
S,13,31,4,60,20,38,20,,,,,,,,,,,
S,13,31,5,60,20,38,20,,,,,,,,,,,
S,13,31,6,60,20,38,20,,,,,,,,,,,
S,13,32,1,60,20,38,20,,,,,,,,,,,
S,13,32,2,60,20,38,20,,,,,,,,,,,
S,13,32,3,60,20,38,20,,,,,,,,,,,
S,13,32,4,60,20,38,20,,,,,,,,,,,
S,13,32,5,60,20,38,20,,,,,,,,,,,
S,13,32,6,60,20,38,20,,,,,,,,,,,
S,13,33,1,60,20,38,20,,,,,,,,,,,
S,13,33,2,60,20,38,20,,,,,,,,,,,
S,13,33,3,60,20,38,20,,,,,,,,,,,
S,13,33,4,60,20,38,20,,,,,,,,,,,
S,13,33,5,60,20,38,20,,,,,,,,,,,
S,13,33,6,60,20,38,20,,,,,,,,,,,
S,13,34,1,60,20,38,20,,,,,,,,,,,
S,13,34,2,60,20,38,20,,,,,,,,,,,
S,13,34,3,60,20,38,20,,,,,,,,,,,
S,13,34,4,60,20,38,20,,,,,,,,,,,
S,13,34,5,60,20,38,20,,,,,,,,,,,
S,13,34,6,60,20,38,20,,,,,,,,,,,
S,13,35,1,60,20,38,20,,,,,,,,,,,
S,13,35,2,60,20,38,20,,,,,,,,,,,
S,13,35,3,60,20,38,20,,,,,,,,,,,
S,13,35,4,60,20,38,20,,,,,,,,,,,
S,13,35,5,60,20,38,20,,,,,,,,,,,
S,13,35,6,60,20,38,20,,,,,,,,,,,
S,13,36,1,60,20,38,20,,,,,,,,,,,
S,13,36,2,60,20,38,20,,,,,,,,,,,
S,13,36,3,60,20,38,20,,,,,,,,,,,
S,13,36,4,60,20,38,20,,,,,,,,,,,
S,13,36,5,60,20,38,20,,,,,,,,,,,
S,13,36,6,60,20,38,20,,,,,,,,,,,
S,13,37,1,60,20,38,20,,,,,,,,,,,
S,13,37,2,60,20,38,20,,,,,,,,,,,
S,13,37,3,60,20,38,20,,,,,,,,,,,
S,13,37,4,60,20,38,20,,,,,,,,,,,
S,13,37,5,60,20,38,20,,,,,,,,,,,
S,13,37,6,60,20,38,20,,,,,,,,,,,
S,13,38,1,60,20,38,20,,,,,,,,,,,
S,13,38,2,60,20,38,20,,,,,,,,,,,
S,13,38,3,60,20,38,20,,,,,,,,,,,
S,13,38,4,60,20,38,20,,,,,,,,,,,
S,13,38,5,60,20,38,20,,,,,,,,,,,
S,13,38,6,60,20,38,20,,,,,,,,,,,
S,13,39,1,60,20,38,20,,,,,,,,,,,
S,13,39,2,60,20,38,20,,,,,,,,,,,
S,13,39,3,60,20,38,20,,,,,,,,,,,
S,13,39,4,60,20,38,20,,,,,,,,,,,
S,13,39,5,60,20,38,20,,,,,,,,,,,
S,13,39,6,60,20,38,20,,,,,,,,,,,
S,13,40,1,60,20,38,20,,,,,,,,,,,
S,13,40,2,60,20,38,20,,,,,,,,,,,
S,13,40,3,60,20,38,20,,,,,,,,,,,
S,13,40,4,60,20,38,20,,,,,,,,,,,
S,13,40,5,60,20,38,20,,,,,,,,,,,
S,13,40,6,60,20,38,20,,,,,,,,,,,
S,13,41,1,60,20,38,20,,,,,,,,,,,
S,13,41,2,60,20,38,20,,,,,,,,,,,
S,13,41,3,60,20,38,20,,,,,,,,,,,
S,13,41,4,60,20,38,20,,,,,,,,,,,
S,13,41,5,60,20,38,20,,,,,,,,,,,
S,13,41,6,60,20,38,20,,,,,,,,,,,
S,13,42,1,60,20,38,20,,,,,,,,,,,
S,13,42,2,60,20,38,20,,,,,,,,,,,
S,13,42,3,60,20,38,20,,,,,,,,,,,
S,13,42,4,60,20,38,20,,,,,,,,,,,
S,13,42,5,60,20,38,20,,,,,,,,,,,
S,13,42,6,60,20,38,20,,,,,,,,,,,
S,13,43,1,60,20,38,20,,,,,,,,,,,
S,13,43,2,60,20,38,20,,,,,,,,,,,
S,13,43,3,60,20,38,20,,,,,,,,,,,
S,13,43,4,60,20,38,20,,,,,,,,,,,
S,13,43,5,60,20,38,20,,,,,,,,,,,
S,13,43,6,60,20,38,20,,,,,,,,,,,
S,13,44,1,60,20,38,20,,,,,,,,,,,
S,13,44,2,60,20,38,20,,,,,,,,,,,
S,13,44,3,60,20,38,20,,,,,,,,,,,
S,13,44,4,60,20,38,20,,,,,,,,,,,
S,13,44,5,60,20,38,20,,,,,,,,,,,
S,13,44,6,60,20,38,20,,,,,,,,,,,
S,13,45,1,60,20,38,20,,,,,,,,,,,
S,13,45,2,60,20,38,20,,,,,,,,,,,
S,13,45,3,60,20,38,20,,,,,,,,,,,
S,13,45,4,60,20,38,20,,,,,,,,,,,
S,13,45,5,60,20,38,20,,,,,,,,,,,
S,13,45,6,60,20,38,20,,,,,,,,,,,
S,13,46,1,60,20,38,20,,,,,,,,,,,
S,13,46,2,60,20,38,20,,,,,,,,,,,
S,13,46,3,60,20,38,20,,,,,,,,,,,
S,13,46,4,60,20,38,20,,,,,,,,,,,
S,13,46,5,60,20,38,20,,,,,,,,,,,
S,13,46,6,60,20,38,20,,,,,,,,,,,
S,13,47,1,60,20,38,20,,,,,,,,,,,
S,13,47,2,60,20,38,20,,,,,,,,,,,
S,13,47,3,60,20,38,20,,,,,,,,,,,
S,13,47,4,60,20,38,20,,,,,,,,,,,
S,13,47,5,60,20,38,20,,,,,,,,,,,
S,13,47,6,60,20,38,20,,,,,,,,,,,
S,13,48,1,60,20,38,20,,,,,,,,,,,
S,13,48,2,60,20,38,20,,,,,,,,,,,
S,13,48,3,60,20,38,20,,,,,,,,,,,
S,13,48,4,60,20,38,20,,,,,,,,,,,
S,13,48,5,60,20,38,20,,,,,,,,,,,
S,13,48,6,60,20,38,20,,,,,,,,,,,
S,13,49,1,60,20,38,20,,,,,,,,,,,
S,13,49,2,60,20,38,20,,,,,,,,,,,
S,13,49,3,60,20,38,20,,,,,,,,,,,
S,13,49,4,60,20,38,20,,,,,,,,,,,
S,13,49,5,60,20,38,20,,,,,,,,,,,
S,13,49,6,60,20,38,20,,,,,,,,,,,
S,13,50,1,60,20,38,20,,,,,,,,,,,
S,13,50,2,60,20,38,20,,,,,,,,,,,
S,13,50,3,60,20,38,20,,,,,,,,,,,
S,13,50,4,60,20,38,20,,,,,,,,,,,
S,13,50,5,60,20,38,20,,,,,,,,,,,
S,13,50,6,60,20,38,20,,,,,,,,,,,
S,13,51,1,60,20,38,20,,,,,,,,,,,
S,13,51,2,60,20,38,20,,,,,,,,,,,
S,13,51,3,60,20,38,20,,,,,,,,,,,
S,13,51,4,60,20,38,20,,,,,,,,,,,
S,13,51,5,60,20,38,20,,,,,,,,,,,
S,13,51,6,60,20,38,20,,,,,,,,,,,
S,13,52,1,60,20,38,20,,,,,,,,,,,
S,13,52,2,60,20,38,20,,,,,,,,,,,
S,13,52,3,60,20,38,20,,,,,,,,,,,
S,13,52,4,60,20,38,20,,,,,,,,,,,
S,13,52,5,60,20,38,20,,,,,,,,,,,
S,13,52,6,60,20,38,20,,,,,,,,,,,
S,13,53,1,60,20,38,20,,,,,,,,,,,
S,13,53,2,60,20,38,20,,,,,,,,,,,
S,13,53,3,60,20,38,20,,,,,,,,,,,
S,13,53,4,60,20,38,20,,,,,,,,,,,
S,13,53,5,60,20,38,20,,,,,,,,,,,
S,13,53,6,60,20,38,20,,,,,,,,,,,
S,13,54,1,60,20,38,20,,,,,,,,,,,
S,13,54,2,60,20,38,20,,,,,,,,,,,
S,13,54,3,60,20,38,20,,,,,,,,,,,
S,13,54,4,60,20,38,20,,,,,,,,,,,
S,13,54,5,60,20,38,20,,,,,,,,,,,
S,13,54,6,60,20,38,20,,,,,,,,,,,
S,13,55,1,60,20,38,20,,,,,,,,,,,
S,13,55,2,60,20,38,20,,,,,,,,,,,
S,13,55,3,60,20,38,20,,,,,,,,,,,
S,13,55,4,60,20,38,20,,,,,,,,,,,
S,13,55,5,60,20,38,20,,,,,,,,,,,
S,13,55,6,60,20,38,20,,,,,,,,,,,
S,13,56,1,60,20,38,20,,,,,,,,,,,
S,13,56,2,60,20,38,20,,,,,,,,,,,
S,13,56,3,60,20,38,20,,,,,,,,,,,
S,13,56,4,60,20,38,20,,,,,,,,,,,
S,13,56,5,60,20,38,20,,,,,,,,,,,
S,13,56,6,60,20,38,20,,,,,,,,,,,
S,13,57,1,60,20,38,20,,,,,,,,,,,
S,13,57,2,60,20,38,20,,,,,,,,,,,
S,13,57,3,60,20,38,20,,,,,,,,,,,
S,13,57,4,60,20,38,20,,,,,,,,,,,
S,13,57,5,60,20,38,20,,,,,,,,,,,
S,13,57,6,60,20,38,20,,,,,,,,,,,
S,13,58,1,60,20,38,20,,,,,,,,,,,
S,13,58,2,60,20,38,20,,,,,,,,,,,
S,13,58,3,60,20,38,20,,,,,,,,,,,
S,13,58,4,60,20,38,20,,,,,,,,,,,
S,13,58,5,60,20,38,20,,,,,,,,,,,
S,13,58,6,60,20,38,20,,,,,,,,,,,
S,13,59,1,60,20,38,20,,,,,,,,,,,
S,13,59,2,60,20,38,20,,,,,,,,,,,
S,13,59,3,60,20,38,20,,,,,,,,,,,
S,13,59,4,60,20,38,20,,,,,,,,,,,
S,13,59,5,60,20,38,20,,,,,,,,,,,
S,13,59,6,60,20,38,20,,,,,,,,,,,
S,13,60,1,60,20,38,20,,,,,,,,,,,
S,13,60,2,60,20,38,20,,,,,,,,,,,
S,13,60,3,60,20,38,20,,,,,,,,,,,
S,13,60,4,60,20,38,20,,,,,,,,,,,
S,13,60,5,60,20,38,20,,,,,,,,,,,
S,13,60,6,60,20,38,20,,,,,,,,,,,
S,13,61,1,60,20,38,20,,,,,,,,,,,
S,13,61,2,60,20,38,20,,,,,,,,,,,
S,13,61,3,60,20,38,20,,,,,,,,,,,
S,13,61,4,60,20,38,20,,,,,,,,,,,
S,13,61,5,60,20,38,20,,,,,,,,,,,
S,13,61,6,60,20,38,20,,,,,,,,,,,
S,13,62,1,60,20,38,20,,,,,,,,,,,
S,13,62,2,60,20,38,20,,,,,,,,,,,
S,13,62,3,60,20,38,20,,,,,,,,,,,
S,13,62,4,60,20,38,20,,,,,,,,,,,
S,13,62,5,60,20,38,20,,,,,,,,,,,
S,13,62,6,60,20,38,20,,,,,,,,,,,
S,13,63,1,60,20,38,20,,,,,,,,,,,
S,13,63,2,60,20,38,20,,,,,,,,,,,
S,13,63,3,60,20,38,20,,,,,,,,,,,
S,13,63,4,60,20,38,20,,,,,,,,,,,
S,13,63,5,60,20,38,20,,,,,,,,,,,
S,13,63,6,60,20,38,20,,,,,,,,,,,
S,13,64,1,60,20,38,20,,,,,,,,,,,
S,13,64,2,60,20,38,20,,,,,,,,,,,
S,13,64,3,60,20,38,20,,,,,,,,,,,
S,13,64,4,60,20,38,20,,,,,,,,,,,
S,13,64,5,60,20,38,20,,,,,,,,,,,
S,13,64,6,60,20,38,20,,,,,,,,,,,
S,13,65,1,60,20,38,20,,,,,,,,,,,
S,13,65,2,60,20,38,20,,,,,,,,,,,
S,13,65,3,60,20,38,20,,,,,,,,,,,
S,13,65,4,60,20,38,20,,,,,,,,,,,
S,13,65,5,60,20,38,20,,,,,,,,,,,
S,13,65,6,60,20,38,20,,,,,,,,,,,
S,13,66,1,60,20,38,20,,,,,,,,,,,
S,13,66,2,60,20,38,20,,,,,,,,,,,
S,13,66,3,60,20,38,20,,,,,,,,,,,
S,13,66,4,60,20,38,20,,,,,,,,,,,
S,13,66,5,60,20,38,20,,,,,,,,,,,
S,13,66,6,60,20,38,20,,,,,,,,,,,
S,13,67,1,60,20,38,20,,,,,,,,,,,
S,13,67,2,60,20,38,20,,,,,,,,,,,
S,13,67,3,60,20,38,20,,,,,,,,,,,
S,13,67,4,60,20,38,20,,,,,,,,,,,
S,13,67,5,60,20,38,20,,,,,,,,,,,
S,13,67,6,60,20,38,20,,,,,,,,,,,
S,13,68,1,60,20,38,20,,,,,,,,,,,
S,13,68,2,60,20,38,20,,,,,,,,,,,
S,13,68,3,60,20,38,20,,,,,,,,,,,
S,13,68,4,60,20,38,20,,,,,,,,,,,
S,13,68,5,60,20,38,20,,,,,,,,,,,
S,13,68,6,60,20,38,20,,,,,,,,,,,
S,13,69,1,60,20,38,20,,,,,,,,,,,
S,13,69,2,60,20,38,20,,,,,,,,,,,
S,13,69,3,60,20,38,20,,,,,,,,,,,
S,13,69,4,60,20,38,20,,,,,,,,,,,
S,13,69,5,60,20,38,20,,,,,,,,,,,
S,13,69,6,60,20,38,20,,,,,,,,,,,
S,13,70,1,60,20,38,20,,,,,,,,,,,
S,13,70,2,60,20,38,20,,,,,,,,,,,
S,13,70,3,60,20,38,20,,,,,,,,,,,
S,13,70,4,60,20,38,20,,,,,,,,,,,
S,13,70,5,60,20,38,20,,,,,,,,,,,
S,13,70,6,60,20,38,20,,,,,,,,,,,
S,13,71,1,60,20,38,20,,,,,,,,,,,
S,13,71,2,60,20,38,20,,,,,,,,,,,
S,13,71,3,60,20,38,20,,,,,,,,,,,
S,13,71,4,60,20,38,20,,,,,,,,,,,
S,13,71,5,60,20,38,20,,,,,,,,,,,
S,13,71,6,60,20,38,20,,,,,,,,,,,
S,13,72,1,60,20,38,20,,,,,,,,,,,
S,13,72,2,60,20,38,20,,,,,,,,,,,
S,13,72,3,60,20,38,20,,,,,,,,,,,
S,13,72,4,60,20,38,20,,,,,,,,,,,
S,13,72,5,60,20,38,20,,,,,,,,,,,
S,13,72,6,60,20,38,20,,,,,,,,,,,
S,13,73,1,60,20,38,20,,,,,,,,,,,
S,13,73,2,60,20,38,20,,,,,,,,,,,
S,13,73,3,60,20,38,20,,,,,,,,,,,
S,13,73,4,60,20,38,20,,,,,,,,,,,
S,13,73,5,60,20,38,20,,,,,,,,,,,
S,13,73,6,60,20,38,20,,,,,,,,,,,
S,13,74,1,60,20,38,20,,,,,,,,,,,
S,13,74,2,60,20,38,20,,,,,,,,,,,
S,13,74,3,60,20,38,20,,,,,,,,,,,
S,13,74,4,60,20,38,20,,,,,,,,,,,
S,13,74,5,60,20,38,20,,,,,,,,,,,
S,13,74,6,60,20,38,20,,,,,,,,,,,
S,13,75,1,60,20,38,20,,,,,,,,,,,
S,13,75,2,60,20,38,20,,,,,,,,,,,
S,13,75,3,60,20,38,20,,,,,,,,,,,
S,13,75,4,60,20,38,20,,,,,,,,,,,
S,13,75,5,60,20,38,20,,,,,,,,,,,
S,13,75,6,60,20,38,20,,,,,,,,,,,
S,13,76,1,60,20,38,20,,,,,,,,,,,
S,13,76,2,60,20,38,20,,,,,,,,,,,
S,13,76,3,60,20,38,20,,,,,,,,,,,
S,13,76,4,60,20,38,20,,,,,,,,,,,
S,13,76,5,60,20,38,20,,,,,,,,,,,
S,13,76,6,60,20,38,20,,,,,,,,,,,
S,13,77,1,60,20,38,20,,,,,,,,,,,
S,13,77,2,60,20,38,20,,,,,,,,,,,
S,13,77,3,60,20,38,20,,,,,,,,,,,
S,13,77,4,60,20,38,20,,,,,,,,,,,
S,13,77,5,60,20,38,20,,,,,,,,,,,
S,13,77,6,60,20,38,20,,,,,,,,,,,
