Zone,Allee,Deplacement,Niveau,longueur,largeur,hauteur,PoidsLimiteTotal,PoidsLimiteUnitaire,X,Y,Z,pictogramme,utilisateur,DateModif,DateCrea,Type1,Type2,Type3
S,6,92,1,40,24,38,20,,,,,,,,,,,
S,6,92,2,40,24,38,20,,,,,,,,,,,
S,6,92,3,40,24,38,20,,,,,,,,,,,
S,6,92,4,40,24,38,20,,,,,,,,,,,
S,6,92,5,40,24,38,20,,,,,,,,,,,
S,6,92,6,40,12,38,20,,,,,,,,,,,
S,6,92,7,40,12,38,20,,,,,,,,,,,
S,6,92,8,40,12,38,20,,,,,,,,,,,
S,6,92,9,40,12,38,20,,,,,,,,,,,
S,6,92,10,40,12,38,20,,,,,,,,,,,
S,6,93,1,40,24,38,20,,,,,,,,,,,
S,6,93,2,40,24,38,20,,,,,,,,,,,
S,6,93,3,40,24,38,20,,,,,,,,,,,
S,6,93,4,40,24,38,20,,,,,,,,,,,
S,6,93,5,40,24,38,20,,,,,,,,,,,
S,6,93,6,40,12,38,20,,,,,,,,,,,
S,6,93,7,40,12,38,20,,,,,,,,,,,
S,6,93,8,40,12,38,20,,,,,,,,,,,
S,6,93,9,40,12,38,20,,,,,,,,,,,
S,6,93,10,40,12,38,20,,,,,,,,,,,
S,6,94,1,40,24,38,20,,,,,,,,,,,
S,6,94,2,40,24,38,20,,,,,,,,,,,
S,6,94,3,40,24,38,20,,,,,,,,,,,
S,6,94,4,40,24,38,20,,,,,,,,,,,
S,6,94,5,40,24,38,20,,,,,,,,,,,
S,6,94,6,40,12,38,20,,,,,,,,,,,
S,6,94,7,40,12,38,20,,,,,,,,,,,
S,6,94,8,40,12,38,20,,,,,,,,,,,
S,6,94,9,40,12,38,20,,,,,,,,,,,
S,6,94,10,40,12,38,20,,,,,,,,,,,
S,6,95,1,40,24,38,20,,,,,,,,,,,
S,6,95,2,40,24,38,20,,,,,,,,,,,
S,6,95,3,40,24,38,20,,,,,,,,,,,
S,6,95,4,40,24,38,20,,,,,,,,,,,
S,6,95,5,40,24,38,20,,,,,,,,,,,
S,6,95,6,40,12,38,20,,,,,,,,,,,
S,6,95,7,40,12,38,20,,,,,,,,,,,
S,6,95,8,40,12,38,20,,,,,,,,,,,
S,6,95,9,40,12,38,20,,,,,,,,,,,
S,6,95,10,40,12,38,20,,,,,,,,,,,
S,6,96,1,40,24,38,20,,,,,,,,,,,
S,6,96,2,40,24,38,20,,,,,,,,,,,
S,6,96,3,40,24,38,20,,,,,,,,,,,
S,6,96,4,40,24,38,20,,,,,,,,,,,
S,6,96,5,40,24,38,20,,,,,,,,,,,
S,6,96,6,40,12,38,20,,,,,,,,,,,
S,6,96,7,40,12,38,20,,,,,,,,,,,
S,6,96,8,40,12,38,20,,,,,,,,,,,
S,6,96,9,40,12,38,20,,,,,,,,,,,
S,6,96,10,40,12,38,20,,,,,,,,,,,
S,6,97,1,40,24,38,20,,,,,,,,,,,
S,6,97,2,40,24,38,20,,,,,,,,,,,
S,6,97,3,40,24,38,20,,,,,,,,,,,
S,6,97,4,40,24,38,20,,,,,,,,,,,
S,6,97,5,40,24,38,20,,,,,,,,,,,
S,6,97,6,40,12,38,20,,,,,,,,,,,
S,6,97,7,40,12,38,20,,,,,,,,,,,
S,6,97,8,40,12,38,20,,,,,,,,,,,
S,6,97,9,40,12,38,20,,,,,,,,,,,
S,6,97,10,40,12,38,20,,,,,,,,,,,
S,6,98,1,40,24,38,20,,,,,,,,,,,
S,6,98,2,40,24,38,20,,,,,,,,,,,
S,6,98,3,40,24,38,20,,,,,,,,,,,
S,6,98,4,40,24,38,20,,,,,,,,,,,
S,6,98,5,40,24,38,20,,,,,,,,,,,
S,6,98,6,40,12,38,20,,,,,,,,,,,
S,6,98,7,40,12,38,20,,,,,,,,,,,
S,6,98,8,40,12,38,20,,,,,,,,,,,
S,6,98,9,40,12,38,20,,,,,,,,,,,
S,6,98,10,40,12,38,20,,,,,,,,,,,
S,6,99,1,40,24,38,20,,,,,,,,,,,
S,6,99,2,40,24,38,20,,,,,,,,,,,
S,6,99,3,40,24,38,20,,,,,,,,,,,
S,6,99,4,40,24,38,20,,,,,,,,,,,
S,6,99,5,40,24,38,20,,,,,,,,,,,
S,6,99,6,40,12,38,20,,,,,,,,,,,
S,6,99,7,40,12,38,20,,,,,,,,,,,
S,6,99,8,40,12,38,20,,,,,,,,,,,
S,6,99,9,40,12,38,20,,,,,,,,,,,
S,6,99,10,40,12,38,20,,,,,,,,,,,
S,6,100,1,40,24,38,20,,,,,,,,,,,
S,6,100,2,40,24,38,20,,,,,,,,,,,
S,6,100,3,40,24,38,20,,,,,,,,,,,
S,6,100,4,40,24,38,20,,,,,,,,,,,
S,6,100,5,40,24,38,20,,,,,,,,,,,
S,6,100,6,40,12,38,20,,,,,,,,,,,
S,6,100,7,40,12,38,20,,,,,,,,,,,
S,6,100,8,40,12,38,20,,,,,,,,,,,
S,6,100,9,40,12,38,20,,,,,,,,,,,
S,6,100,10,40,12,38,20,,,,,,,,,,,
S,6,101,1,40,24,38,20,,,,,,,,,,,
S,6,101,2,40,24,38,20,,,,,,,,,,,
S,6,101,3,40,24,38,20,,,,,,,,,,,
S,6,101,4,40,24,38,20,,,,,,,,,,,
S,6,101,5,40,24,38,20,,,,,,,,,,,
S,6,101,6,40,12,38,20,,,,,,,,,,,
S,6,101,7,40,12,38,20,,,,,,,,,,,
S,6,101,8,40,12,38,20,,,,,,,,,,,
S,6,101,9,40,12,38,20,,,,,,,,,,,
S,6,101,10,40,12,38,20,,,,,,,,,,,
S,6,102,1,40,24,38,20,,,,,,,,,,,
S,6,102,2,40,24,38,20,,,,,,,,,,,
S,6,102,3,40,24,38,20,,,,,,,,,,,
S,6,102,4,40,24,38,20,,,,,,,,,,,
S,6,102,5,40,24,38,20,,,,,,,,,,,
S,6,102,6,40,12,38,20,,,,,,,,,,,
S,6,102,7,40,12,38,20,,,,,,,,,,,
S,6,102,8,40,12,38,20,,,,,,,,,,,
S,6,102,9,40,12,38,20,,,,,,,,,,,
S,6,102,10,40,12,38,20,,,,,,,,,,,
S,6,103,1,40,24,38,20,,,,,,,,,,,
S,6,103,2,40,24,38,20,,,,,,,,,,,
S,6,103,3,40,24,38,20,,,,,,,,,,,
S,6,103,4,40,24,38,20,,,,,,,,,,,
S,6,103,5,40,24,38,20,,,,,,,,,,,
S,6,103,6,40,12,38,20,,,,,,,,,,,
S,6,103,7,40,12,38,20,,,,,,,,,,,
S,6,103,8,40,12,38,20,,,,,,,,,,,
S,6,103,9,40,12,38,20,,,,,,,,,,,
S,6,103,10,40,12,38,20,,,,,,,,,,,
S,6,104,1,40,24,38,20,,,,,,,,,,,
S,6,104,2,40,24,38,20,,,,,,,,,,,
S,6,104,3,40,24,38,20,,,,,,,,,,,
S,6,104,4,40,24,38,20,,,,,,,,,,,
S,6,104,5,40,24,38,20,,,,,,,,,,,
S,6,104,6,40,12,38,20,,,,,,,,,,,
S,6,104,7,40,12,38,20,,,,,,,,,,,
S,6,104,8,40,12,38,20,,,,,,,,,,,
S,6,104,9,40,12,38,20,,,,,,,,,,,
S,6,104,10,40,12,38,20,,,,,,,,,,,
S,6,105,1,40,24,38,20,,,,,,,,,,,
S,6,105,2,40,24,38,20,,,,,,,,,,,
S,6,105,3,40,24,38,20,,,,,,,,,,,
S,6,105,4,40,24,38,20,,,,,,,,,,,
S,6,105,5,40,24,38,20,,,,,,,,,,,
S,6,105,6,40,12,38,20,,,,,,,,,,,
S,6,105,7,40,12,38,20,,,,,,,,,,,
S,6,105,8,40,12,38,20,,,,,,,,,,,
S,6,105,9,40,12,38,20,,,,,,,,,,,
S,6,105,10,40,12,38,20,,,,,,,,,,,
S,6,106,1,40,24,38,20,,,,,,,,,,,
S,6,106,2,40,24,38,20,,,,,,,,,,,
S,6,106,3,40,24,38,20,,,,,,,,,,,
S,6,106,4,40,24,38,20,,,,,,,,,,,
S,6,106,5,40,24,38,20,,,,,,,,,,,
S,6,106,6,40,12,38,20,,,,,,,,,,,
S,6,106,7,40,12,38,20,,,,,,,,,,,
S,6,106,8,40,12,38,20,,,,,,,,,,,
S,6,106,9,40,12,38,20,,,,,,,,,,,
S,6,106,10,40,12,38,20,,,,,,,,,,,
S,6,107,1,40,24,38,20,,,,,,,,,,,
S,6,107,2,40,24,38,20,,,,,,,,,,,
S,6,107,3,40,24,38,20,,,,,,,,,,,
S,6,107,4,40,24,38,20,,,,,,,,,,,
S,6,107,5,40,24,38,20,,,,,,,,,,,
S,6,107,6,40,12,38,20,,,,,,,,,,,
S,6,107,7,40,12,38,20,,,,,,,,,,,
S,6,107,8,40,12,38,20,,,,,,,,,,,
S,6,107,9,40,12,38,20,,,,,,,,,,,
S,6,107,10,40,12,38,20,,,,,,,,,,,
S,6,108,1,40,24,38,20,,,,,,,,,,,
S,6,108,2,40,24,38,20,,,,,,,,,,,
S,6,108,3,40,24,38,20,,,,,,,,,,,
S,6,108,4,40,24,38,20,,,,,,,,,,,
S,6,108,5,40,24,38,20,,,,,,,,,,,
S,6,108,6,40,12,38,20,,,,,,,,,,,
S,6,108,7,40,12,38,20,,,,,,,,,,,
S,6,108,8,40,12,38,20,,,,,,,,,,,
S,6,108,9,40,12,38,20,,,,,,,,,,,
S,6,108,10,40,12,38,20,,,,,,,,,,,
S,6,109,1,40,24,38,20,,,,,,,,,,,
S,6,109,2,40,24,38,20,,,,,,,,,,,
S,6,109,3,40,24,38,20,,,,,,,,,,,
S,6,109,4,40,24,38,20,,,,,,,,,,,
S,6,109,5,40,24,38,20,,,,,,,,,,,
S,6,109,6,40,12,38,20,,,,,,,,,,,
S,6,109,7,40,12,38,20,,,,,,,,,,,
S,6,109,8,40,12,38,20,,,,,,,,,,,
S,6,109,9,40,12,38,20,,,,,,,,,,,
S,6,109,10,40,12,38,20,,,,,,,,,,,
S,6,110,1,40,24,38,20,,,,,,,,,,,
S,6,110,2,40,24,38,20,,,,,,,,,,,
S,6,110,3,40,24,38,20,,,,,,,,,,,
S,6,110,4,40,24,38,20,,,,,,,,,,,
S,6,110,5,40,24,38,20,,,,,,,,,,,
S,6,110,6,40,12,38,20,,,,,,,,,,,
S,6,110,7,40,12,38,20,,,,,,,,,,,
S,6,110,8,40,12,38,20,,,,,,,,,,,
S,6,110,9,40,12,38,20,,,,,,,,,,,
S,6,110,10,40,12,38,20,,,,,,,,,,,
S,6,111,1,40,24,38,20,,,,,,,,,,,
S,6,111,2,40,24,38,20,,,,,,,,,,,
S,6,111,3,40,24,38,20,,,,,,,,,,,
S,6,111,4,40,24,38,20,,,,,,,,,,,
S,6,111,5,40,24,38,20,,,,,,,,,,,
S,6,111,6,40,12,38,20,,,,,,,,,,,
S,6,111,7,40,12,38,20,,,,,,,,,,,
S,6,111,8,40,12,38,20,,,,,,,,,,,
S,6,111,9,40,12,38,20,,,,,,,,,,,
S,6,111,10,40,12,38,20,,,,,,,,,,,
S,6,112,1,40,24,38,20,,,,,,,,,,,
S,6,112,2,40,24,38,20,,,,,,,,,,,
S,6,112,3,40,24,38,20,,,,,,,,,,,
S,6,112,4,40,24,38,20,,,,,,,,,,,
S,6,112,5,40,24,38,20,,,,,,,,,,,
S,6,112,6,40,12,38,20,,,,,,,,,,,
S,6,112,7,40,12,38,20,,,,,,,,,,,
S,6,112,8,40,12,38,20,,,,,,,,,,,
S,6,112,9,40,12,38,20,,,,,,,,,,,
S,6,112,10,40,12,38,20,,,,,,,,,,,
S,6,113,1,40,24,38,20,,,,,,,,,,,
S,6,113,2,40,24,38,20,,,,,,,,,,,
S,6,113,3,40,24,38,20,,,,,,,,,,,
S,6,113,4,40,24,38,20,,,,,,,,,,,
S,6,113,5,40,24,38,20,,,,,,,,,,,
S,6,113,6,40,12,38,20,,,,,,,,,,,
S,6,113,7,40,12,38,20,,,,,,,,,,,
S,6,113,8,40,12,38,20,,,,,,,,,,,
S,6,113,9,40,12,38,20,,,,,,,,,,,
S,6,113,10,40,12,38,20,,,,,,,,,,,
S,6,114,1,40,24,38,20,,,,,,,,,,,
S,6,114,2,40,24,38,20,,,,,,,,,,,
S,6,114,3,40,24,38,20,,,,,,,,,,,
S,6,114,4,40,24,38,20,,,,,,,,,,,
S,6,114,5,40,24,38,20,,,,,,,,,,,
S,6,114,6,40,12,38,20,,,,,,,,,,,
S,6,114,7,40,12,38,20,,,,,,,,,,,
S,6,114,8,40,12,38,20,,,,,,,,,,,
S,6,114,9,40,12,38,20,,,,,,,,,,,
S,6,114,10,40,12,38,20,,,,,,,,,,,
S,6,115,1,40,24,38,20,,,,,,,,,,,
S,6,115,2,40,24,38,20,,,,,,,,,,,
S,6,115,3,40,24,38,20,,,,,,,,,,,
S,6,115,4,40,24,38,20,,,,,,,,,,,
S,6,115,5,40,24,38,20,,,,,,,,,,,
S,6,115,6,40,12,38,20,,,,,,,,,,,
S,6,115,7,40,12,38,20,,,,,,,,,,,
S,6,115,8,40,12,38,20,,,,,,,,,,,
S,6,115,9,40,12,38,20,,,,,,,,,,,
S,6,115,10,40,12,38,20,,,,,,,,,,,
S,6,116,1,40,24,38,20,,,,,,,,,,,
S,6,116,2,40,24,38,20,,,,,,,,,,,
S,6,116,3,40,24,38,20,,,,,,,,,,,
S,6,116,4,40,24,38,20,,,,,,,,,,,
S,6,116,5,40,24,38,20,,,,,,,,,,,
S,6,116,6,40,12,38,20,,,,,,,,,,,
S,6,116,7,40,12,38,20,,,,,,,,,,,
S,6,116,8,40,12,38,20,,,,,,,,,,,
S,6,116,9,40,12,38,20,,,,,,,,,,,
S,6,116,10,40,12,38,20,,,,,,,,,,,
S,6,117,1,40,24,38,20,,,,,,,,,,,
S,6,117,2,40,24,38,20,,,,,,,,,,,
S,6,117,3,40,24,38,20,,,,,,,,,,,
S,6,117,4,40,24,38,20,,,,,,,,,,,
S,6,117,5,40,24,38,20,,,,,,,,,,,
S,6,117,6,40,12,38,20,,,,,,,,,,,
S,6,117,7,40,12,38,20,,,,,,,,,,,
S,6,117,8,40,12,38,20,,,,,,,,,,,
S,6,117,9,40,12,38,20,,,,,,,,,,,
S,6,117,10,40,12,38,20,,,,,,,,,,,
S,6,118,1,40,24,38,20,,,,,,,,,,,
S,6,118,2,40,24,38,20,,,,,,,,,,,
S,6,118,3,40,24,38,20,,,,,,,,,,,
S,6,118,4,40,24,38,20,,,,,,,,,,,
S,6,118,5,40,24,38,20,,,,,,,,,,,
S,6,118,6,40,12,38,20,,,,,,,,,,,
S,6,118,7,40,12,38,20,,,,,,,,,,,
S,6,118,8,40,12,38,20,,,,,,,,,,,
S,6,118,9,40,12,38,20,,,,,,,,,,,
S,6,118,10,40,12,38,20,,,,,,,,,,,
S,6,119,1,40,24,38,20,,,,,,,,,,,
S,6,119,2,40,24,38,20,,,,,,,,,,,
S,6,119,3,40,24,38,20,,,,,,,,,,,
S,6,119,4,40,24,38,20,,,,,,,,,,,
S,6,119,5,40,24,38,20,,,,,,,,,,,
S,6,119,6,40,12,38,20,,,,,,,,,,,
S,6,119,7,40,12,38,20,,,,,,,,,,,
S,6,119,8,40,12,38,20,,,,,,,,,,,
S,6,119,9,40,12,38,20,,,,,,,,,,,
S,6,119,10,40,12,38,20,,,,,,,,,,,
S,6,120,1,40,24,38,20,,,,,,,,,,,
S,6,120,2,40,24,38,20,,,,,,,,,,,
S,6,120,3,40,24,38,20,,,,,,,,,,,
S,6,120,4,40,24,38,20,,,,,,,,,,,
S,6,120,5,40,24,38,20,,,,,,,,,,,
S,6,120,6,40,12,38,20,,,,,,,,,,,
S,6,120,7,40,12,38,20,,,,,,,,,,,
S,6,120,8,40,12,38,20,,,,,,,,,,,
S,6,120,9,40,12,38,20,,,,,,,,,,,
S,6,120,10,40,12,38,20,,,,,,,,,,,
S,6,121,1,40,24,38,20,,,,,,,,,,,
S,6,121,2,40,24,38,20,,,,,,,,,,,
S,6,121,3,40,24,38,20,,,,,,,,,,,
S,6,121,4,40,24,38,20,,,,,,,,,,,
S,6,121,5,40,24,38,20,,,,,,,,,,,
S,6,121,6,40,12,38,20,,,,,,,,,,,
S,6,121,7,40,12,38,20,,,,,,,,,,,
S,6,121,8,40,12,38,20,,,,,,,,,,,
S,6,121,9,40,12,38,20,,,,,,,,,,,
S,6,121,10,40,12,38,20,,,,,,,,,,,
S,6,122,1,40,24,38,20,,,,,,,,,,,
S,6,122,2,40,24,38,20,,,,,,,,,,,
S,6,122,3,40,24,38,20,,,,,,,,,,,
S,6,122,4,40,24,38,20,,,,,,,,,,,
S,6,122,5,40,24,38,20,,,,,,,,,,,
S,6,122,6,40,12,38,20,,,,,,,,,,,
S,6,122,7,40,12,38,20,,,,,,,,,,,
S,6,122,8,40,12,38,20,,,,,,,,,,,
S,6,122,9,40,12,38,20,,,,,,,,,,,
S,6,122,10,40,12,38,20,,,,,,,,,,,
S,6,123,1,40,24,38,20,,,,,,,,,,,
S,6,123,2,40,24,38,20,,,,,,,,,,,
S,6,123,3,40,24,38,20,,,,,,,,,,,
S,6,123,4,40,24,38,20,,,,,,,,,,,
S,6,123,5,40,24,38,20,,,,,,,,,,,
S,6,123,6,40,12,38,20,,,,,,,,,,,
S,6,123,7,40,12,38,20,,,,,,,,,,,
S,6,123,8,40,12,38,20,,,,,,,,,,,
S,6,123,9,40,12,38,20,,,,,,,,,,,
S,6,123,10,40,12,38,20,,,,,,,,,,,
S,6,124,1,40,24,38,20,,,,,,,,,,,
S,6,124,2,40,24,38,20,,,,,,,,,,,
S,6,124,3,40,24,38,20,,,,,,,,,,,
S,6,124,4,40,24,38,20,,,,,,,,,,,
S,6,124,5,40,24,38,20,,,,,,,,,,,
S,6,124,6,40,12,38,20,,,,,,,,,,,
S,6,124,7,40,12,38,20,,,,,,,,,,,
S,6,124,8,40,12,38,20,,,,,,,,,,,
S,6,124,9,40,12,38,20,,,,,,,,,,,
S,6,124,10,40,12,38,20,,,,,,,,,,,
S,6,125,1,40,24,38,20,,,,,,,,,,,
S,6,125,2,40,24,38,20,,,,,,,,,,,
S,6,125,3,40,24,38,20,,,,,,,,,,,
S,6,125,4,40,24,38,20,,,,,,,,,,,
S,6,125,5,40,24,38,20,,,,,,,,,,,
S,6,125,6,40,12,38,20,,,,,,,,,,,
S,6,125,7,40,12,38,20,,,,,,,,,,,
S,6,125,8,40,12,38,20,,,,,,,,,,,
S,6,125,9,40,12,38,20,,,,,,,,,,,
S,6,125,10,40,12,38,20,,,,,,,,,,,
S,6,126,1,40,24,38,20,,,,,,,,,,,
S,6,126,2,40,24,38,20,,,,,,,,,,,
S,6,126,3,40,24,38,20,,,,,,,,,,,
S,6,126,4,40,24,38,20,,,,,,,,,,,
S,6,126,5,40,24,38,20,,,,,,,,,,,
S,6,126,6,40,12,38,20,,,,,,,,,,,
S,6,126,7,40,12,38,20,,,,,,,,,,,
S,6,126,8,40,12,38,20,,,,,,,,,,,
S,6,126,9,40,12,38,20,,,,,,,,,,,
S,6,126,10,40,12,38,20,,,,,,,,,,,
S,6,127,1,40,24,38,20,,,,,,,,,,,
S,6,127,2,40,24,38,20,,,,,,,,,,,
S,6,127,3,40,24,38,20,,,,,,,,,,,
S,6,127,4,40,24,38,20,,,,,,,,,,,
S,6,127,5,40,24,38,20,,,,,,,,,,,
S,6,127,6,40,12,38,20,,,,,,,,,,,
S,6,127,7,40,12,38,20,,,,,,,,,,,
S,6,127,8,40,12,38,20,,,,,,,,,,,
S,6,127,9,40,12,38,20,,,,,,,,,,,
S,6,127,10,40,12,38,20,,,,,,,,,,,
S,6,128,1,40,24,38,20,,,,,,,,,,,
S,6,128,2,40,24,38,20,,,,,,,,,,,
S,6,128,3,40,24,38,20,,,,,,,,,,,
S,6,128,4,40,24,38,20,,,,,,,,,,,
S,6,128,5,40,24,38,20,,,,,,,,,,,
S,6,128,6,40,12,38,20,,,,,,,,,,,
S,6,128,7,40,12,38,20,,,,,,,,,,,
S,6,128,8,40,12,38,20,,,,,,,,,,,
S,6,128,9,40,12,38,20,,,,,,,,,,,
S,6,128,10,40,12,38,20,,,,,,,,,,,
S,6,129,1,40,24,38,20,,,,,,,,,,,
S,6,129,2,40,24,38,20,,,,,,,,,,,
S,6,129,3,40,24,38,20,,,,,,,,,,,
S,6,129,4,40,24,38,20,,,,,,,,,,,
S,6,129,5,40,24,38,20,,,,,,,,,,,
S,6,129,6,40,12,38,20,,,,,,,,,,,
S,6,129,7,40,12,38,20,,,,,,,,,,,
S,6,129,8,40,12,38,20,,,,,,,,,,,
S,6,129,9,40,12,38,20,,,,,,,,,,,
S,6,129,10,40,12,38,20,,,,,,,,,,,
S,6,130,1,40,24,38,20,,,,,,,,,,,
S,6,130,2,40,24,38,20,,,,,,,,,,,
S,6,130,3,40,24,38,20,,,,,,,,,,,
S,6,130,4,40,24,38,20,,,,,,,,,,,
S,6,130,5,40,24,38,20,,,,,,,,,,,
S,6,130,6,40,12,38,20,,,,,,,,,,,
S,6,130,7,40,12,38,20,,,,,,,,,,,
S,6,130,8,40,12,38,20,,,,,,,,,,,
S,6,130,9,40,12,38,20,,,,,,,,,,,
S,6,130,10,40,12,38,20,,,,,,,,,,,
S,6,131,1,40,24,38,20,,,,,,,,,,,
S,6,131,2,40,24,38,20,,,,,,,,,,,
S,6,131,3,40,24,38,20,,,,,,,,,,,
S,6,131,4,40,24,38,20,,,,,,,,,,,
S,6,131,5,40,24,38,20,,,,,,,,,,,
S,6,131,6,40,12,38,20,,,,,,,,,,,
S,6,131,7,40,12,38,20,,,,,,,,,,,
S,6,131,8,40,12,38,20,,,,,,,,,,,
S,6,131,9,40,12,38,20,,,,,,,,,,,
S,6,131,10,40,12,38,20,,,,,,,,,,,
S,6,132,1,40,24,38,20,,,,,,,,,,,
S,6,132,2,40,24,38,20,,,,,,,,,,,
S,6,132,3,40,24,38,20,,,,,,,,,,,
S,6,132,4,40,24,38,20,,,,,,,,,,,
S,6,132,5,40,24,38,20,,,,,,,,,,,
S,6,132,6,40,12,38,20,,,,,,,,,,,
S,6,132,7,40,12,38,20,,,,,,,,,,,
S,6,132,8,40,12,38,20,,,,,,,,,,,
S,6,132,9,40,12,38,20,,,,,,,,,,,
S,6,132,10,40,12,38,20,,,,,,,,,,,
S,6,133,1,40,24,38,20,,,,,,,,,,,
S,6,133,2,40,24,38,20,,,,,,,,,,,
S,6,133,3,40,24,38,20,,,,,,,,,,,
S,6,133,4,40,24,38,20,,,,,,,,,,,
S,6,133,5,40,24,38,20,,,,,,,,,,,
S,6,133,6,40,12,38,20,,,,,,,,,,,
S,6,133,7,40,12,38,20,,,,,,,,,,,
S,6,133,8,40,12,38,20,,,,,,,,,,,
S,6,133,9,40,12,38,20,,,,,,,,,,,
S,6,133,10,40,12,38,20,,,,,,,,,,,
S,6,134,1,40,24,38,20,,,,,,,,,,,
S,6,134,2,40,24,38,20,,,,,,,,,,,
S,6,134,3,40,24,38,20,,,,,,,,,,,
S,6,134,4,40,24,38,20,,,,,,,,,,,
S,6,134,5,40,24,38,20,,,,,,,,,,,
S,6,134,6,40,12,38,20,,,,,,,,,,,
S,6,134,7,40,12,38,20,,,,,,,,,,,
S,6,134,8,40,12,38,20,,,,,,,,,,,
S,6,134,9,40,12,38,20,,,,,,,,,,,
S,6,134,10,40,12,38,20,,,,,,,,,,,
S,6,135,1,40,24,38,20,,,,,,,,,,,
S,6,135,2,40,24,38,20,,,,,,,,,,,
S,6,135,3,40,24,38,20,,,,,,,,,,,
S,6,135,4,40,24,38,20,,,,,,,,,,,
S,6,135,5,40,24,38,20,,,,,,,,,,,
S,6,135,6,40,12,38,20,,,,,,,,,,,
S,6,135,7,40,12,38,20,,,,,,,,,,,
S,6,135,8,40,12,38,20,,,,,,,,,,,
S,6,135,9,40,12,38,20,,,,,,,,,,,
S,6,135,10,40,12,38,20,,,,,,,,,,,
S,6,136,1,40,24,38,20,,,,,,,,,,,
S,6,136,2,40,24,38,20,,,,,,,,,,,
S,6,136,3,40,24,38,20,,,,,,,,,,,
S,6,136,4,40,24,38,20,,,,,,,,,,,
S,6,136,5,40,24,38,20,,,,,,,,,,,
S,6,136,6,40,12,38,20,,,,,,,,,,,
S,6,136,7,40,12,38,20,,,,,,,,,,,
S,6,136,8,40,12,38,20,,,,,,,,,,,
S,6,136,9,40,12,38,20,,,,,,,,,,,
S,6,136,10,40,12,38,20,,,,,,,,,,,
S,6,137,1,40,24,38,20,,,,,,,,,,,
S,6,137,2,40,24,38,20,,,,,,,,,,,
S,6,137,3,40,24,38,20,,,,,,,,,,,
S,6,137,4,40,24,38,20,,,,,,,,,,,
S,6,137,5,40,24,38,20,,,,,,,,,,,
S,6,137,6,40,12,38,20,,,,,,,,,,,
S,6,137,7,40,12,38,20,,,,,,,,,,,
S,6,137,8,40,12,38,20,,,,,,,,,,,
S,6,137,9,40,12,38,20,,,,,,,,,,,
S,6,137,10,40,12,38,20,,,,,,,,,,,
S,6,138,1,40,24,38,20,,,,,,,,,,,
S,6,138,2,40,24,38,20,,,,,,,,,,,
S,6,138,3,40,24,38,20,,,,,,,,,,,
S,6,138,4,40,24,38,20,,,,,,,,,,,
S,6,138,5,40,24,38,20,,,,,,,,,,,
S,6,138,6,40,12,38,20,,,,,,,,,,,
S,6,138,7,40,12,38,20,,,,,,,,,,,
S,6,138,8,40,12,38,20,,,,,,,,,,,
S,6,138,9,40,12,38,20,,,,,,,,,,,
S,6,138,10,40,12,38,20,,,,,,,,,,,
S,6,139,1,40,24,38,20,,,,,,,,,,,
S,6,139,2,40,24,38,20,,,,,,,,,,,
S,6,139,3,40,24,38,20,,,,,,,,,,,
S,6,139,4,40,24,38,20,,,,,,,,,,,
S,6,139,5,40,24,38,20,,,,,,,,,,,
S,6,139,6,40,12,38,20,,,,,,,,,,,
S,6,139,7,40,12,38,20,,,,,,,,,,,
S,6,139,8,40,12,38,20,,,,,,,,,,,
S,6,139,9,40,12,38,20,,,,,,,,,,,
S,6,139,10,40,12,38,20,,,,,,,,,,,
S,6,140,1,40,24,38,20,,,,,,,,,,,
S,6,140,2,40,24,38,20,,,,,,,,,,,
S,6,140,3,40,24,38,20,,,,,,,,,,,
S,6,140,4,40,24,38,20,,,,,,,,,,,
S,6,140,5,40,24,38,20,,,,,,,,,,,
S,6,140,6,40,12,38,20,,,,,,,,,,,
S,6,140,7,40,12,38,20,,,,,,,,,,,
S,6,140,8,40,12,38,20,,,,,,,,,,,
S,6,140,9,40,12,38,20,,,,,,,,,,,
S,6,140,10,40,12,38,20,,,,,,,,,,,
S,6,141,1,40,24,38,20,,,,,,,,,,,
S,6,141,2,40,24,38,20,,,,,,,,,,,
S,6,141,3,40,24,38,20,,,,,,,,,,,
S,6,141,4,40,24,38,20,,,,,,,,,,,
S,6,141,5,40,24,38,20,,,,,,,,,,,
S,6,141,6,40,12,38,20,,,,,,,,,,,
S,6,141,7,40,12,38,20,,,,,,,,,,,
S,6,141,8,40,12,38,20,,,,,,,,,,,
S,6,141,9,40,12,38,20,,,,,,,,,,,
S,6,141,10,40,12,38,20,,,,,,,,,,,
S,6,142,1,40,24,38,20,,,,,,,,,,,
S,6,142,2,40,24,38,20,,,,,,,,,,,
S,6,142,3,40,24,38,20,,,,,,,,,,,
S,6,142,4,40,24,38,20,,,,,,,,,,,
S,6,142,5,40,24,38,20,,,,,,,,,,,
S,6,142,6,40,12,38,20,,,,,,,,,,,
S,6,142,7,40,12,38,20,,,,,,,,,,,
S,6,142,8,40,12,38,20,,,,,,,,,,,
S,6,142,9,40,12,38,20,,,,,,,,,,,
S,6,142,10,40,12,38,20,,,,,,,,,,,
S,6,143,1,40,24,38,20,,,,,,,,,,,
S,6,143,2,40,24,38,20,,,,,,,,,,,
S,6,143,3,40,24,38,20,,,,,,,,,,,
S,6,143,4,40,24,38,20,,,,,,,,,,,
